,assists,bonus,bps,chance_of_playing_this_round,clean_sheets,code,creativity,dreamteam_count,ea_index,element_type,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id_x,in_dreamteam,influence,loans_out,minutes,now_cost,own_goals,penalties_missed,penalties_saved,points_per_game,red_cards,saves,second_name,selected_by_percent,status,team,threat,total_points,transfers_in,transfers_out,value_season,yellow_cards,singular_name_short,team_id,team_name,matchup,opponent_name,creativecost,influencecost,threatcost,myscore
130,0,0,7,,0,49438,12.8,0,54,3,0,Jordon,0.0,1,0,1.8,115,False,4.8,0,9,44,0,0,0,1.0,0,0,Mutch,0.1,a,5,0.0,1,1177,2284,0.2,0,MID,5,Crystal Palace,1.0,Stoke,0.29090909090909095,0.10909090909090909,0.0,1.0
132,0,0,46,,2,75773,76.5,0,56,3,1,Chung-yong,1.0,1,0,14.0,117,False,31.6,0,191,45,0,0,0,1.8,0,0,Lee,0.3,a,5,31.0,9,10452,7924,2.0,0,MID,5,Crystal Palace,1.0,Stoke,1.7,0.7022222222222223,0.6888888888888889,148.1
135,1,3,94,,1,60252,163.4,1,315,3,14,Andros,6.0,4,1,42.9,120,False,129.0,0,430,63,0,0,0,4.2,0,0,Townsend,4.0,a,5,137.0,21,41534,123904,3.3,1,MID,5,Crystal Palace,1.0,Stoke,2.5936507936507938,2.0476190476190474,2.1746031746031744,2597.3999999999996
138,0,0,7,,0,18155,10.2,0,0,3,1,Mathieu,1.0,1,0,2.0,576,False,9.8,0,20,45,0,0,0,1.0,0,0,Flamini,0.0,a,5,0.0,2,1260,398,0.4,0,MID,5,Crystal Palace,1.0,Stoke,0.22666666666666666,0.2177777777777778,0.0,22.0
142,0,0,12,75.0,0,59125,19.6,0,225,4,0,Connor,0.7,3,0,7.0,122,False,18.2,0,245,57,0,0,0,2.0,0,0,Wickham,0.5,a,5,36.0,6,6392,34473,1.1,0,FWD,5,Crystal Palace,1.0,Stoke,0.34385964912280703,0.3192982456140351,0.631578947368421,57.660000000000004
143,0,1,25,,0,54861,67.0,0,315,4,2,Christian,3.7,3,1,17.8,213,False,34.4,0,263,76,0,0,0,3.7,0,0,Benteke,6.0,a,5,77.0,11,219255,90155,1.4,0,FWD,5,Crystal Palace,1.0,Stoke,0.881578947368421,0.4526315789473684,1.013157894736842,671.08
146,0,0,3,,0,191769,0.3,0,0,4,0,Jonathan,0.5,0,0,1.4,579,False,5.0,0,7,45,0,0,0,1.0,0,0,Benteke,0.2,a,5,9.0,1,5966,1799,0.2,0,FWD,5,Crystal Palace,1.0,Stoke,0.006666666666666666,0.1111111111111111,0.2,8.15
148,0,0,62,100.0,1,40383,0.0,0,233,1,7,Fraser,3.0,6,0,5.2,294,False,52.4,0,450,50,0,0,0,2.6,0,7,Forster,4.1,a,13,0.0,13,19316,54390,2.6,1,GKP,13,Southampton,1.2,Swansea,0.0,1.048,0.0,201.64
150,0,1,34,100.0,1,40146,6.1,0,415,2,7,Ryan,2.3,2,0,4.7,296,False,33.4,0,180,54,0,0,0,3.5,0,0,Bertrand,0.5,a,13,8.0,7,1755,11884,1.3,1,DEF,13,Southampton,1.2,Swansea,0.11296296296296296,0.6185185185185185,0.14814814814814814,138.09999999999997
151,0,2,65,75.0,1,38580,3.0,0,487,2,8,Jose,3.3,5,0,6.9,297,False,61.8,0,360,54,0,0,0,2.8,0,0,Fonte,3.9,a,13,5.0,11,7661,56673,2.0,1,DEF,13,Southampton,1.2,Swansea,0.05555555555555555,1.1444444444444444,0.09259259259259259,287.40799999999996
152,0,0,17,,0,80447,0.3,0,152,2,0,Maya,0.0,1,0,2.4,298,False,18.0,0,90,44,0,0,0,2.0,0,0,Yoshida,0.4,a,13,6.0,2,1742,6521,0.5,0,DEF,13,Southampton,1.2,Swansea,0.006818181818181818,0.4090909090909091,0.13636363636363635,2.0
153,0,0,53,100.0,0,169359,56.3,0,169,2,0,Matt,0.7,4,0,11.4,299,False,50.4,0,270,45,0,0,0,1.7,0,0,Targett,0.7,a,13,7.0,5,11725,17234,1.1,0,DEF,13,Southampton,1.2,Swansea,1.251111111111111,1.1199999999999999,0.15555555555555556,100.50799999999998
155,0,3,92,75.0,1,58822,97.4,0,320,2,9,Cédric,4.0,6,0,23.5,301,False,108.4,0,438,50,0,0,0,3.0,0,0,Soares,1.1,a,13,29.0,15,11000,14553,3.0,0,DEF,13,Southampton,1.2,Swansea,1.9480000000000002,2.168,0.58,1142.04
156,0,0,3,,0,56192,0.2,0,203,2,1,Cuco,0.3,0,0,0.0,302,False,0.2,0,10,43,0,0,0,1.0,0,0,Martina,0.1,a,13,0.0,1,726,2677,0.2,0,DEF,13,Southampton,1.2,Swansea,0.004651162790697674,0.004651162790697674,0.0,1.144
157,0,1,85,,1,97032,3.0,0,452,2,7,Virgil,3.0,6,0,17.3,303,False,102.2,0,450,54,0,0,0,2.2,0,0,van Dijk,8.8,a,13,67.0,11,12018,155566,2.0,2,DEF,13,Southampton,1.2,Swansea,0.05555555555555555,1.8925925925925926,1.2407407407407407,630.9199999999998
158,0,0,2,0.0,0,40833,16.8,0,0,2,0,Jérémy,0.0,0,0,3.4,492,False,0.0,0,12,49,0,0,0,1.0,0,0,Pied,0.0,i,13,17.0,1,109,2077,0.2,0,DEF,13,Southampton,1.2,Swansea,0.34285714285714286,0.0,0.3469387755102041,1.0
160,0,3,74,,1,83283,194.9,0,379,3,3,Nathan,2.0,6,1,42.6,304,False,77.6,0,450,60,0,0,0,3.6,0,0,Redmond,8.5,a,13,154.0,18,266386,229072,3.0,1,MID,13,Southampton,1.2,Swansea,3.2483333333333335,1.2933333333333332,2.566666666666667,1041.6
161,0,0,73,,1,17339,128.6,0,535,3,3,Steven,2.0,6,0,22.2,305,False,50.0,0,426,53,0,0,0,2.0,0,0,Davis,0.8,a,13,43.0,10,1844,22045,1.9,1,MID,13,Southampton,1.2,Swansea,2.4264150943396223,0.9433962264150944,0.8113207547169812,541.8399999999999
162,1,0,24,,0,101178,36.5,0,266,3,0,James,1.7,2,0,7.8,306,False,26.6,0,74,53,0,0,0,2.0,0,0,Ward-Prowse,0.2,a,13,15.0,6,753,6530,1.1,0,MID,13,Southampton,1.2,Swansea,0.6886792452830188,0.5018867924528302,0.2830188679245283,165.32399999999998
164,2,0,69,,2,62399,267.2,0,564,3,6,Dusan,4.7,4,0,46.8,308,False,70.6,0,405,73,0,0,0,3.6,0,0,Tadic,2.7,a,13,129.0,18,21934,120079,2.5,0,MID,13,Southampton,1.2,Swansea,3.66027397260274,0.9671232876712328,1.7671232876712328,2650.752
165,0,0,24,,0,85654,29.5,0,183,3,1,Jordy,1.0,3,0,4.3,309,False,18.2,0,196,48,0,0,0,1.7,0,0,Clasie,0.1,a,13,3.0,5,834,2043,1.0,0,MID,13,Southampton,1.2,Swansea,0.6145833333333334,0.37916666666666665,0.0625,65.84
166,0,3,74,100.0,1,78056,34.1,0,239,3,3,Oriol,3.3,4,0,14.7,310,False,77.6,0,371,45,0,0,0,2.6,0,0,Romeu Vidal,0.3,a,13,36.0,13,7895,5282,2.9,0,MID,13,Southampton,1.2,Swansea,0.7577777777777778,1.7244444444444442,0.8,597.8919999999998
167,0,2,23,75.0,0,44683,4.7,0,56,3,0,Jay,3.0,2,1,6.3,311,False,35.2,0,69,64,0,0,0,3.3,0,0,Rodriguez,0.3,d,13,24.0,10,3487,10539,1.6,0,MID,13,Southampton,1.2,Swansea,0.0734375,0.55,0.375,240.04000000000002
168,0,0,56,,0,132015,76.2,0,0,3,1,Pierre-Emile,1.0,4,0,18.0,312,False,55.0,0,270,44,0,0,0,1.2,0,0,Højbjerg,2.1,a,13,50.0,6,20565,54685,1.4,1,MID,13,Southampton,1.2,Swansea,1.731818181818182,1.25,1.1363636363636365,223.43999999999997
171,0,0,9,,0,20452,50.2,0,435,4,0,Shane,0.7,5,0,21.5,313,False,22.0,0,287,62,0,0,0,1.2,0,0,Long,6.1,a,13,144.0,6,44523,322627,1.0,1,FWD,13,Southampton,1.2,Swansea,0.8096774193548387,0.3548387096774194,2.3225806451612905,187.60799999999998
172,0,0,32,,1,78356,15.3,0,32,4,5,Charlie,2.3,0,1,11.2,314,False,38.8,0,142,62,0,0,0,2.3,0,0,Austin,1.3,a,13,60.0,9,28177,45965,1.5,0,FWD,13,Southampton,1.2,Swansea,0.24677419354838712,0.6258064516129032,0.967741935483871,323.91599999999994
174,0,0,73,,2,10318,0.0,0,151,1,-1,Maarten,3.7,3,0,7.3,124,False,72.2,0,450,50,1,0,0,3.2,0,9,Stekelenburg,3.1,a,6,0.0,16,77948,22332,3.2,2,GKP,6,Everton,1.2,Middlesbrough,0.0,1.444,0.0,336.56800000000004
175,1,2,108,,2,12745,110.6,0,212,2,2,Leighton,5.7,3,0,22.3,125,False,74.8,0,450,56,0,1,0,4.2,0,0,Baines,11.9,a,6,38.0,21,188452,66925,3.8,0,DEF,6,Everton,1.2,Middlesbrough,1.9749999999999999,1.3357142857142856,0.6785714285714286,1549.0559999999998
176,0,2,62,100.0,1,59949,22.5,1,327,2,10,Seamus,5.3,1,1,11.9,126,False,75.2,0,180,54,0,0,0,8.0,0,0,Coleman,2.6,a,6,21.0,16,48150,68432,3.0,0,DEF,6,Everton,1.2,Middlesbrough,0.4166666666666667,1.3925925925925926,0.3888888888888889,770.932
177,0,2,105,100.0,2,7645,13.0,0,221,2,2,Phil,5.3,3,0,18.9,127,False,150.8,0,450,51,0,0,0,4.0,0,0,Jagielka,4.5,a,6,25.0,20,109638,24407,4.0,0,DEF,6,Everton,1.2,Middlesbrough,0.2549019607843137,2.9568627450980394,0.49019607843137253,1220.768
180,0,0,37,,0,121221,12.3,0,304,2,0,Ramiro,0.3,2,0,9.1,132,False,54.2,0,187,49,0,0,0,1.7,0,0,Funes Mori,1.8,a,6,24.0,5,12245,49553,1.0,0,DEF,6,Everton,1.2,Middlesbrough,0.2510204081632653,1.106122448979592,0.4897959183673469,37.58
181,0,0,83,100.0,2,19159,10.8,0,487,2,2,Ashley,4.7,1,0,13.4,359,False,81.2,0,280,50,0,0,0,3.8,0,0,Williams,8.8,a,6,42.0,15,105561,75922,3.0,0,DEF,6,Everton,1.2,Middlesbrough,0.21600000000000003,1.624,0.84,770.7600000000001
182,1,3,78,,1,194164,25.9,0,0,2,0,Mason,2.3,2,0,12.3,495,False,70.4,0,270,45,0,0,0,5.3,0,0,Holgate,5.8,a,6,26.0,16,279266,104704,3.5,0,DEF,6,Everton,1.2,Middlesbrough,0.5755555555555555,1.5644444444444445,0.5777777777777777,353.548
183,2,1,72,,2,55452,137.9,0,469,3,5,Yannick,5.0,2,0,27.2,109,False,86.0,0,307,60,0,0,0,3.2,0,0,Bolasie,6.0,a,6,48.0,16,137717,94312,2.7,1,MID,6,Everton,1.2,Middlesbrough,2.2983333333333333,1.4333333333333333,0.8,1647.3999999999999
184,2,1,76,,2,26901,138.1,0,245,3,2,Kevin,3.7,3,1,33.3,133,False,87.0,0,385,66,0,0,0,4.8,0,0,Mirallas,4.6,a,6,108.0,24,187331,73375,3.6,0,MID,6,Everton,1.2,Middlesbrough,2.0924242424242423,1.3181818181818181,1.6363636363636365,1502.9640000000002
185,1,3,50,,1,88894,136.8,0,654,3,2,Ross,1.7,3,1,41.3,134,False,91.6,0,398,75,0,0,0,4.0,0,0,Barkley,13.9,a,6,185.0,20,441504,303664,2.6,1,MID,6,Everton,1.2,Middlesbrough,1.824,1.2213333333333332,2.466666666666667,863.3360000000001
186,0,0,8,75.0,0,43250,0.3,0,241,3,1,Tom,0.3,0,0,0.3,135,False,2.4,0,7,53,0,0,0,1.0,0,0,Cleverley,0.2,a,6,0.0,2,409,5778,0.4,0,MID,6,Everton,1.2,Middlesbrough,0.005660377358490566,0.045283018867924525,0.0,2.972
187,0,0,14,0.0,0,50472,7.2,0,365,3,0,James,0.0,2,0,3.0,136,False,21.8,0,127,49,0,0,0,1.5,0,0,McCarthy,0.2,i,6,0.0,3,1644,8853,0.6,0,MID,6,Everton,1.2,Middlesbrough,0.1469387755102041,0.4448979591836735,0.0,3.0
188,0,3,112,,2,1632,67.4,0,418,3,6,Gareth,3.7,3,2,31.6,137,False,151.8,0,444,46,0,0,0,4.6,0,0,Barry,6.7,a,6,97.0,23,209182,75288,5.0,2,MID,6,Everton,1.2,Middlesbrough,1.465217391304348,3.3000000000000003,2.108695652173913,1426.9280000000003
192,0,0,18,,0,94924,47.5,0,283,3,1,Gerard,0.7,2,0,15.8,141,False,19.0,0,191,62,0,0,0,1.5,0,0,Deulofeu,1.6,a,6,91.0,6,17007,101279,1.0,0,MID,6,Everton,1.2,Middlesbrough,0.7661290322580645,0.3064516129032258,1.467741935483871,138.29999999999998
193,0,0,6,,0,17349,0.3,0,278,3,0,Aaron,0.0,0,0,0.9,142,False,8.2,0,15,57,0,0,0,1.0,0,0,Lennon,0.2,a,6,0.0,1,1006,8423,0.2,0,MID,6,Everton,1.2,Middlesbrough,0.005263157894736842,0.143859649122807,0.0,1.0
194,1,1,126,,2,80801,99.9,0,270,3,3,Idrissa,3.7,3,0,23.7,488,False,116.8,0,450,50,0,0,0,3.0,0,0,Gueye,0.6,a,6,21.0,15,14997,5926,3.0,1,MID,6,Everton,1.2,Middlesbrough,1.9980000000000002,2.336,0.42,1070.3880000000001
195,0,0,6,,0,173807,2.0,0,0,3,0,Tom,0.7,0,0,0.6,512,False,4.2,0,18,45,0,0,0,1.0,0,0,Davies,0.0,a,6,0.0,2,725,703,0.4,0,MID,6,Everton,1.2,Middlesbrough,0.044444444444444446,0.09333333333333334,0.0,7.207999999999999
196,1,6,113,100.0,2,66749,96.0,2,754,4,12,Romelu,10.3,1,4,56.5,143,True,184.2,0,296,93,0,0,0,8.0,0,0,Lukaku,18.4,d,6,285.0,32,550992,157626,3.5,0,FWD,6,Everton,1.2,Middlesbrough,1.032258064516129,1.9806451612903224,3.064516129032258,7017.872000000001
197,0,0,9,,0,26921,17.2,0,289,4,0,Arouna,0.7,0,0,4.6,144,False,6.8,0,46,53,0,0,0,1.0,0,0,Koné,1.2,a,6,22.0,3,8798,43109,0.6,0,FWD,6,Everton,1.2,Middlesbrough,0.32452830188679244,0.12830188679245283,0.41509433962264153,41.63999999999999
199,1,0,13,,1,148179,4.6,0,200,4,1,Enner,0.7,4,0,14.5,469,False,5.8,0,236,55,0,0,0,2.3,0,0,Valencia,2.9,a,6,135.0,9,73714,89181,1.6,0,FWD,6,Everton,1.2,Middlesbrough,0.08363636363636363,0.10545454545454545,2.4545454545454546,131.136
201,0,0,114,100.0,1,11974,0.0,1,0,1,7,Eldin,4.3,7,0,16.3,147,False,162.6,0,450,41,0,0,1,4.6,0,21,Jakupovic,22.9,a,7,0.0,23,337057,55022,5.6,0,GKP,7,Hull,0.5,Arsenal,0.0,3.9658536585365853,0.0,372.59
205,1,3,123,,1,19115,10.3,1,0,2,0,Curtis,1.3,7,0,29.2,149,False,224.8,0,450,50,0,0,0,3.4,0,0,Davies,3.2,a,7,57.0,17,89921,32528,3.4,1,DEF,7,Hull,0.5,Arsenal,0.20600000000000002,4.496,1.14,206.865
208,0,1,88,,1,122798,45.2,0,0,2,0,Andrew,1.3,7,0,14.1,152,False,88.6,0,450,45,0,0,0,2.6,0,0,Robertson,1.9,a,7,7.0,13,39145,17975,2.9,0,DEF,7,Hull,0.5,Arsenal,1.0044444444444445,1.9688888888888887,0.15555555555555556,104.52000000000001
209,0,0,19,100.0,0,95658,0.3,0,0,2,0,Harry,0.3,4,0,1.8,153,False,17.8,0,57,44,0,0,0,0.5,0,0,Maguire,0.0,a,7,0.0,1,493,420,0.2,0,DEF,7,Hull,0.5,Arsenal,0.006818181818181818,0.40454545454545454,0.0,3.7150000000000003
213,0,6,125,100.0,1,18987,168.1,0,0,3,8,Robert,6.0,6,3,45.9,155,False,155.6,0,407,57,0,0,0,6.2,0,0,Snodgrass,7.1,a,7,141.0,31,269836,76134,5.5,0,MID,7,Hull,0.5,Arsenal,2.949122807017544,2.729824561403509,2.473684210526316,1425.1000000000001
214,0,0,88,,1,74033,18.4,0,0,3,2,Sam,2.0,7,0,10.3,156,False,75.0,0,442,49,0,0,0,2.0,0,0,Clucas,0.1,a,7,9.0,10,731,1786,2.0,1,MID,7,Hull,0.5,Arsenal,0.3755102040816326,1.530612244897959,0.1836734693877551,112.4
215,0,0,52,,1,49944,1.6,0,0,3,-2,Jake,0.7,7,0,12.9,157,False,110.4,0,399,49,0,0,0,1.4,1,0,Livermore,0.1,a,7,17.0,7,1623,2714,1.4,0,MID,7,Hull,0.5,Arsenal,0.0326530612244898,2.253061224489796,0.3469387755102041,52.15
216,0,0,89,,1,37339,32.4,0,0,3,2,Ahmed,2.0,7,0,12.5,158,False,83.2,0,450,49,0,0,0,2.2,0,0,Elmohamady,0.4,a,7,9.0,11,5660,11570,2.2,0,MID,7,Hull,0.5,Arsenal,0.6612244897959183,1.6979591836734695,0.1836734693877551,135.6
218,1,0,66,,1,15109,64.3,0,0,3,1,Tom,2.3,5,0,12.2,160,False,37.6,0,417,50,0,0,0,2.4,0,0,Huddlestone,0.3,a,7,20.0,12,3378,4445,2.4,1,MID,7,Hull,0.5,Arsenal,1.286,0.752,0.4,152.185
219,0,0,73,,1,53371,66.8,0,0,3,2,David,1.7,7,0,14.1,161,False,54.8,0,432,45,0,0,0,2.0,0,0,Meyler,0.2,a,7,18.0,10,4109,4222,2.2,1,MID,7,Hull,0.5,Arsenal,1.4844444444444445,1.2177777777777776,0.4,128.66
220,1,2,49,100.0,0,9110,21.5,1,0,3,0,Shaun,0.7,1,1,13.5,162,False,66.6,0,69,45,0,0,0,4.3,0,0,Maloney,1.8,a,7,47.0,13,85252,41079,2.9,0,MID,7,Hull,0.5,Arsenal,0.4777777777777778,1.48,1.0444444444444445,60.285
221,0,0,8,,0,58791,16.5,0,147,3,1,Ryan,0.7,2,0,3.1,396,False,11.8,0,51,49,0,0,0,1.0,0,0,Mason,0.1,a,7,2.0,2,2030,1887,0.4,0,MID,7,Hull,0.5,Arsenal,0.336734693877551,0.24081632653061225,0.04081632653061224,12.605
225,1,0,35,100.0,2,59856,45.7,0,0,4,2,Abel,2.0,4,1,23.9,163,False,55.2,0,428,60,0,0,0,3.4,0,0,Hernández,2.2,a,7,137.0,17,84214,49008,2.8,0,FWD,7,Hull,0.5,Arsenal,0.7616666666666667,0.92,2.283333333333333,254.89999999999998
226,0,2,47,,2,111847,53.3,0,0,4,1,Adama,1.7,3,1,18.6,164,False,59.2,0,362,46,0,0,0,3.0,0,0,Diomande,6.8,a,7,74.0,15,267729,124986,3.3,0,FWD,7,Hull,0.5,Arsenal,1.158695652173913,1.2869565217391306,1.608695652173913,173.525
230,0,0,2,,0,91126,1.8,0,0,4,0,Will,0.5,1,0,0.3,557,False,1.0,0,21,45,0,0,0,1.0,0,0,Keane,0.2,a,7,0.0,1,7477,2846,0.2,0,FWD,7,Hull,0.5,Arsenal,0.04,0.022222222222222223,0.0,1.7
231,1,0,11,,0,39472,0.1,0,0,4,4,Dieumerci,2.0,2,0,0.0,569,False,0.0,0,14,55,0,0,0,4.0,0,0,Mbokani,0.1,a,7,0.0,4,2194,653,0.7,0,FWD,7,Hull,0.5,Arsenal,0.0018181818181818182,0.0,0.0,4.1
232,0,1,76,100.0,1,17745,0.0,0,475,1,0,Kasper,1.0,6,0,11.2,165,False,111.4,0,326,50,0,0,0,3.3,0,16,Schmeichel,10.8,d,8,0.0,13,56848,165017,2.6,0,GKP,8,Leicester,1.5,Burnley,0.0,2.228,0.0,180.10000000000002
233,0,0,28,,1,51934,0.0,0,0,1,6,Ron-Robert,2.3,1,0,1.6,166,False,16.0,0,124,45,0,0,0,3.5,0,2,Zieler,0.3,a,8,0.0,7,1419,2879,1.6,0,GKP,8,Leicester,1.5,Burnley,0.0,0.35555555555555557,0.0,62.199999999999996
235,0,0,95,,2,15033,11.8,0,549,2,6,Wes,4.7,7,1,14.9,167,False,105.2,0,450,50,0,0,0,4.2,0,0,Morgan,23.8,a,8,32.0,21,155433,221272,4.2,0,DEF,8,Leicester,1.5,Burnley,0.23600000000000002,2.104,0.64,1071.45
236,1,3,124,,2,37402,96.7,1,482,2,12,Christian,4.7,7,0,24.5,168,False,115.0,0,450,54,0,0,0,4.0,0,0,Fuchs,8.5,a,8,33.0,20,24727,140121,3.7,1,DEF,8,Leicester,1.5,Burnley,1.7907407407407407,2.1296296296296298,0.6111111111111112,1745.1349999999998
240,0,1,74,100.0,2,40725,19.9,0,390,2,7,Danny,2.7,5,0,9.3,172,False,71.6,0,385,50,0,0,0,2.8,0,0,Simpson,1.9,a,8,2.0,14,7905,38050,2.8,2,DEF,8,Leicester,1.5,Burnley,0.39799999999999996,1.432,0.04,392.675
241,1,0,63,100.0,2,12413,10.8,0,453,2,6,Robert,3.0,5,0,8.8,173,False,51.0,0,360,50,0,0,0,3.8,0,0,Huth,1.8,a,8,26.0,15,25631,15497,3.0,2,DEF,8,Leicester,1.5,Burnley,0.21600000000000003,1.02,0.52,410.09999999999997
243,0,0,23,,0,130025,29.6,0,0,2,0,Luis,0.0,4,0,5.8,175,False,28.2,0,147,44,0,0,0,0.5,0,0,Hernández,0.5,a,8,0.0,1,3268,10738,0.2,0,DEF,8,Leicester,1.5,Burnley,0.6727272727272727,0.6409090909090909,0.0,1.0
245,1,1,67,,2,103025,139.3,0,994,3,6,Riyad,2.7,7,1,40.6,176,False,88.2,0,444,93,0,1,0,3.8,0,0,Mahrez,18.2,a,8,177.0,19,76153,444909,2.0,0,MID,8,Leicester,1.5,Burnley,1.4978494623655916,0.9483870967741935,1.903225806451613,1657.2250000000001
246,0,0,47,,3,51938,80.6,0,519,3,3,Marc,2.7,3,0,15.0,177,False,38.6,0,314,53,0,0,0,2.8,0,0,Albrighton,1.2,a,8,31.0,11,5286,34612,2.1,0,MID,8,Leicester,1.5,Burnley,1.520754716981132,0.7283018867924529,0.5849056603773585,619.3100000000001
247,0,0,21,,0,13152,7.3,0,174,3,1,Andy,0.3,2,0,2.8,178,False,11.0,0,117,48,0,0,0,1.3,0,0,King,0.3,a,8,10.0,4,2018,7171,0.8,0,MID,8,Leicester,1.5,Burnley,0.15208333333333332,0.22916666666666666,0.20833333333333334,16.735
248,1,2,82,,2,61603,71.7,0,592,3,3,Daniel,4.0,7,0,24.3,179,False,79.6,0,438,54,0,0,0,3.4,0,0,Drinkwater,8.3,a,8,91.0,17,52295,128262,3.1,0,MID,8,Leicester,1.5,Burnley,1.3277777777777777,1.4740740740740739,1.6851851851851851,1470.8000000000002
250,1,0,19,,0,172632,2.9,0,57,3,1,Demarai,0.3,2,0,2.2,181,False,1.6,0,73,49,0,0,0,3.0,0,0,Gray,0.7,a,8,17.0,6,19589,28178,1.2,0,MID,8,Leicester,1.5,Burnley,0.05918367346938775,0.0326530612244898,0.3469387755102041,15.675
251,0,0,35,,1,155569,50.3,0,23,3,3,Daniel,2.0,5,0,10.2,182,False,24.2,0,293,45,0,0,0,1.8,0,0,Amartey,0.1,a,8,27.0,7,1813,1555,1.6,1,MID,8,Leicester,1.5,Burnley,1.1177777777777778,0.5377777777777778,0.6,311.5
254,1,3,85,100.0,2,101668,90.3,0,945,4,6,Jamie,6.7,7,2,37.8,184,False,108.8,0,450,99,0,0,0,4.8,0,0,Vardy,16.8,a,8,179.0,24,116994,432411,2.4,0,FWD,8,Leicester,1.5,Burnley,0.9121212121212121,1.098989898989899,1.8080808080808082,3823.9050000000007
255,0,0,10,,0,54316,7.6,0,226,4,0,Leonardo,0.7,2,0,1.9,185,False,3.8,0,69,58,0,0,0,1.0,0,0,Ulloa,0.2,a,8,8.0,4,1557,6322,0.7,0,FWD,8,Leicester,1.5,Burnley,0.13103448275862067,0.06551724137931034,0.13793103448275862,24.369999999999997
256,0,0,15,,2,78412,28.3,0,320,4,0,Shinji,1.0,2,0,10.4,186,False,14.0,0,213,58,0,0,0,1.5,0,0,Okazaki,1.5,a,8,65.0,6,16295,49316,1.0,0,FWD,8,Leicester,1.5,Burnley,0.48793103448275865,0.2413793103448276,1.1206896551724137,166.95
257,0,0,16,,0,90714,65.9,0,0,4,0,Ahmed,0.7,5,0,11.1,187,False,15.6,0,155,71,0,0,0,1.3,0,0,Musa,4.6,a,8,29.0,5,24092,304262,0.7,0,FWD,8,Leicester,1.5,Burnley,0.9281690140845071,0.21971830985915491,0.4084507042253521,121.02499999999999
258,0,3,53,,1,149828,7.9,1,0,4,13,Islam,6.5,0,2,16.2,567,False,74.6,0,90,85,0,0,0,13.0,0,0,Slimani,1.4,a,8,79.0,13,54033,8599,1.5,0,FWD,8,Leicester,1.5,Burnley,0.09294117647058824,0.8776470588235293,0.9294117647058824,1587.625
259,0,1,81,,0,66797,0.0,0,340,1,3,Simon,2.7,8,0,10.8,188,False,109.2,0,450,50,0,0,1,3.2,0,10,Mignolet,3.2,a,9,0.0,16,53119,36674,3.2,0,GKP,9,Liverpool,1.0,Chelsea,0.0,2.184,0.0,310.84000000000003
263,0,1,62,100.0,0,38454,8.7,0,248,2,9,Dejan,3.3,7,1,16.9,191,False,108.2,0,360,49,0,0,0,2.8,0,0,Lovren,3.2,a,9,51.0,11,44998,43877,2.2,2,DEF,9,Liverpool,1.0,Chelsea,0.17755102040816326,2.2081632653061227,1.0408163265306123,565.0699999999999
264,0,0,12,100.0,0,100059,17.9,0,394,2,0,Alberto,0.3,3,0,2.8,192,False,10.0,0,105,47,0,0,0,0.7,0,0,Moreno,2.5,a,9,0.0,2,6506,98543,0.4,1,DEF,9,Liverpool,1.0,Chelsea,0.38085106382978723,0.2127659574468085,0.0,10.37
265,1,0,76,,0,57328,115.6,0,387,2,2,Nathaniel,2.0,8,0,26.2,193,False,85.0,0,450,55,0,0,0,2.2,0,0,Clyne,10.1,a,9,62.0,11,78787,98786,2.0,0,DEF,9,Liverpool,1.0,Chelsea,2.1018181818181816,1.5454545454545454,1.1272727272727272,536.2
268,0,0,12,,0,106449,0.4,0,69,2,1,Kevin,1.0,0,0,0.4,198,False,3.6,0,20,45,0,0,0,1.0,0,0,Stewart,0.2,a,9,0.0,4,1339,2261,0.9,0,DEF,9,Liverpool,1.0,Chelsea,0.008888888888888889,0.08,0.0,8.0
269,0,0,49,100.0,0,60914,5.7,0,0,2,2,Joel,1.7,3,0,9.7,199,False,77.0,0,270,54,0,0,0,1.7,0,0,Matip,1.6,a,9,15.0,5,11180,27755,0.9,1,DEF,9,Liverpool,1.0,Chelsea,0.10555555555555556,1.4259259259259258,0.2777777777777778,171.09
270,0,0,36,100.0,0,33871,12.2,0,0,2,0,Ragnar,0.0,5,0,7.5,474,False,42.4,0,180,49,0,0,0,1.0,0,0,Klavan,0.7,a,9,20.0,2,6151,27793,0.4,0,DEF,9,Liverpool,1.0,Chelsea,0.24897959183673468,0.8653061224489795,0.40816326530612246,2.0
271,0,0,14,100.0,0,43191,0.3,0,253,3,0,Leiva,0.7,1,0,3.8,200,False,37.0,0,99,44,0,0,0,1.0,0,0,Lucas,0.2,a,9,0.0,2,5766,3375,0.5,1,MID,9,Liverpool,1.0,Chelsea,0.006818181818181818,0.8409090909090909,0.0,28.109999999999996
272,0,3,91,,0,56979,98.8,0,250,3,10,Jordan,4.0,8,1,23.3,201,False,113.8,0,450,64,0,0,0,3.0,0,0,Henderson,1.0,a,9,20.0,15,12753,16791,2.3,3,MID,9,Liverpool,1.0,Chelsea,1.54375,1.778125,0.3125,945.4000000000001
273,1,5,86,100.0,1,84583,133.9,1,459,3,7,Philippe,3.3,5,2,43.5,203,False,121.6,0,323,81,0,0,0,5.4,0,0,Coutinho,28.2,a,9,180.0,27,744324,442335,3.3,1,MID,9,Liverpool,1.0,Chelsea,1.6530864197530866,1.5012345679012344,2.2222222222222223,1464.1499999999999
