,assists,bonus,bps,chance_of_playing_this_round,clean_sheets,code,creativity,dreamteam_count,ea_index,element_type,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id_x,in_dreamteam,influence,loans_out,minutes,now_cost,own_goals,penalties_missed,penalties_saved,points_per_game,red_cards,saves,second_name,selected_by_percent,status,team,threat,total_points,transfers_in,transfers_out,value_season,yellow_cards,singular_name_short,team_id,team_name,matchup,opponent_name,creativecost,influencecost,threatcost,myscore
274,0,0,4,0.0,0,112338,0.8,0,399,3,0,Emre,0.0,1,0,0.4,204,False,3.0,0,21,48,0,0,0,1.0,0,0,Can,0.8,a,9,0.0,1,3590,40389,0.2,0,MID,9,Liverpool,1.0,Chelsea,0.016666666666666666,0.0625,0.0,1.0
275,1,3,103,,0,39155,112.0,1,416,3,2,Adam,4.0,8,2,47.0,205,False,133.8,0,422,71,0,0,0,5.0,0,0,Lallana,9.4,a,9,225.0,25,228247,119371,3.5,1,MID,9,Liverpool,1.0,Chelsea,1.5774647887323943,1.8845070422535213,3.1690140845070425,1908.2
278,1,3,93,100.0,0,15157,129.2,1,508,3,2,James,5.7,5,1,27.9,208,False,126.2,0,346,65,0,0,0,4.8,0,0,Milner,1.3,a,9,23.0,19,27143,19056,2.9,0,MID,9,Liverpool,1.0,Chelsea,1.9876923076923074,1.9415384615384617,0.35384615384615387,1605.8799999999999
279,1,3,93,,0,92217,196.2,1,522,3,0,Roberto,6.7,7,2,44.2,209,False,120.0,0,360,84,0,0,0,6.0,0,0,Firmino,9.3,a,9,126.0,24,176732,211244,2.9,0,MID,9,Liverpool,1.0,Chelsea,2.3357142857142854,1.4285714285714286,1.5,2986.74
282,1,2,74,100.0,0,110979,93.2,0,635,3,2,Sadio,5.0,6,2,35.9,212,False,119.2,0,357,90,0,0,0,5.5,0,0,Mané,14.3,a,9,147.0,22,247095,271801,2.4,1,MID,9,Liverpool,1.0,Chelsea,1.0355555555555556,1.3244444444444445,1.6333333333333333,1819.0
283,0,0,3,100.0,0,210237,3.3,0,0,3,0,Marko,0.0,0,0,1.4,475,False,2.4,0,13,47,0,0,0,1.0,0,0,Grujic,0.4,a,9,8.0,1,1876,19708,0.2,0,MID,9,Liverpool,1.0,Chelsea,0.0702127659574468,0.05106382978723404,0.1702127659574468,1.0
284,2,0,89,,0,41733,127.7,0,630,3,2,Georginio,3.0,8,0,28.6,485,False,94.6,0,431,78,0,0,0,3.2,0,0,Wijnaldum,2.3,a,9,63.0,16,10756,75845,2.1,0,MID,9,Liverpool,1.0,Chelsea,1.6371794871794871,1.2128205128205127,0.8076923076923077,871.9000000000001
287,1,0,21,100.0,0,40755,46.4,0,283,4,1,Daniel,2.3,3,0,21.2,214,False,36.2,0,198,100,0,0,0,2.3,0,0,Sturridge,1.3,d,9,130.0,9,29142,27740,0.9,0,FWD,9,Liverpool,1.0,Chelsea,0.46399999999999997,0.36200000000000004,1.3,497.97999999999996
290,0,0,5,100.0,0,152760,14.2,0,200,4,1,Divock,0.7,2,0,6.0,217,False,8.0,0,97,67,0,0,0,1.0,0,0,Origi,2.2,a,9,39.0,4,12924,159053,0.6,0,FWD,9,Liverpool,1.0,Chelsea,0.21194029850746268,0.11940298507462686,0.582089552238806,46.839999999999996
292,0,0,39,,0,20310,0.0,0,45,1,0,Willy,0.7,3,0,4.8,219,False,47.6,0,270,50,0,0,0,2.0,0,5,Caballero,0.5,a,10,0.0,6,19682,17870,1.2,0,GKP,10,Man City,1.5,Bournemouth,0.0,0.9520000000000001,0.0,55.980000000000004
293,0,0,36,100.0,1,33148,0.0,0,0,1,6,Claudio,2.7,1,0,2.5,541,False,24.8,0,180,55,0,0,0,4.0,0,3,Bravo,1.7,a,10,0.0,8,53055,8262,1.5,0,GKP,10,Man City,1.5,Bournemouth,0.0,0.4509090909090909,0.0,108.44000000000001
294,0,0,63,100.0,0,97299,8.6,0,336,2,1,John,1.3,4,0,10.2,128,False,89.2,0,367,50,0,0,0,1.4,0,0,Stones,29.4,a,10,4.0,7,191682,339348,1.4,1,DEF,10,Man City,1.5,Bournemouth,0.172,1.784,0.08,205.51
295,0,0,77,,1,42593,29.4,0,429,2,6,Aleksandar,3.0,3,0,18.9,220,False,102.4,0,392,59,0,0,0,2.4,0,0,Kolarov,4.5,a,10,56.0,12,21852,59505,2.0,1,DEF,10,Man City,1.5,Bournemouth,0.4983050847457627,1.7355932203389832,0.9491525423728814,857.1000000000001
296,0,0,25,,0,20658,5.7,0,152,2,0,Pablo,1.0,2,0,3.3,221,False,27.8,0,181,49,0,0,0,1.3,0,0,Zabaleta,1.5,a,10,0.0,4,13952,31455,0.8,1,DEF,10,Man City,1.5,Bournemouth,0.1163265306122449,0.5673469387755102,0.0,54.25
298,0,0,65,,1,17336,37.5,0,166,2,6,Gaël,2.7,2,0,9.8,223,False,59.6,0,259,54,0,0,0,3.3,0,0,Clichy,1.4,a,10,0.0,10,8315,24617,1.9,0,DEF,10,Man City,1.5,Bournemouth,0.6944444444444444,1.1037037037037036,0.0,403.255
299,0,0,53,100.0,1,37748,13.9,0,386,2,6,Bacary,2.7,2,0,5.2,224,False,19.0,0,270,54,0,0,0,3.3,0,0,Sagna,3.3,a,10,19.0,10,11516,152964,1.9,0,DEF,10,Man City,1.5,Bournemouth,0.2574074074074074,0.35185185185185186,0.35185185185185186,220.195
301,1,2,85,75.0,0,57410,29.7,0,353,2,0,Nicolás,1.7,3,0,18.2,226,False,102.2,0,321,60,0,0,0,2.8,0,0,Otamendi,3.4,a,10,49.0,11,26987,39883,1.8,1,DEF,10,Man City,1.5,Bournemouth,0.495,1.7033333333333334,0.8166666666666667,472.29499999999996
304,0,0,4,75.0,0,41823,4.2,0,156,3,0,Fabian,0.0,1,0,0.6,227,False,0.0,0,30,48,0,0,0,1.0,0,0,Delph,0.1,d,10,2.0,2,1230,4642,0.4,0,MID,10,Man City,1.5,Bournemouth,0.08750000000000001,0.0,0.041666666666666664,2.0
305,3,5,141,,1,103955,84.5,2,400,3,13,Raheem,9.7,4,3,52.8,228,True,168.4,0,419,84,0,0,0,7.6,0,0,Sterling,20.9,a,10,277.0,38,776827,109696,4.6,1,MID,10,Man City,1.5,Bournemouth,1.005952380952381,2.0047619047619047,3.2976190476190474,7748.045
306,0,0,0,0.0,0,28554,12.3,0,164,3,0,Samir,0.3,0,0,5.8,229,False,4.8,0,16,64,0,0,0,1.0,0,0,Nasri,0.2,u,10,41.0,1,781,10595,0.2,0,MID,10,Man City,1.5,Bournemouth,0.1921875,0.075,0.640625,27.144999999999996
307,1,0,63,25.0,1,20664,158.3,0,351,3,0,David,2.0,3,0,33.7,230,False,66.6,0,333,88,0,0,0,2.8,0,0,Silva,2.7,d,10,112.0,11,30786,148438,1.3,1,MID,10,Man City,1.5,Bournemouth,1.7988636363636366,0.7568181818181817,1.2727272727272727,1021.6999999999999
309,1,0,21,,0,17740,65.4,0,408,3,0,Jesús,0.0,2,0,11.7,232,False,13.6,0,100,63,0,0,0,3.0,0,0,Navas,0.8,a,10,38.0,6,10152,25252,0.9,0,MID,10,Man City,1.5,Bournemouth,1.0380952380952382,0.21587301587301586,0.6031746031746031,6.0
310,0,2,108,,1,27789,90.1,0,417,3,3,Fernando,4.0,4,1,27.1,233,False,114.6,0,450,55,0,0,0,3.2,0,0,Luiz Rosa,2.6,a,10,67.0,16,42012,41919,2.9,2,MID,10,Man City,1.5,Bournemouth,1.6381818181818182,2.0836363636363635,1.2181818181818183,1646.1999999999998
311,0,0,12,75.0,0,52538,2.9,0,236,3,0,Fernando Francisco,0.7,0,0,1.6,234,False,13.4,0,41,48,0,0,0,1.0,0,0,Reges,0.2,a,10,0.0,2,2314,7789,0.4,0,MID,10,Man City,1.5,Bournemouth,0.06041666666666667,0.2791666666666667,0.0,19.115000000000002
312,4,7,160,100.0,1,61366,275.3,2,546,3,14,Kevin,11.0,4,2,59.0,235,True,170.6,0,430,107,0,0,0,7.8,0,0,De Bruyne,17.7,a,10,143.0,39,484835,70463,3.7,1,MID,10,Man City,1.5,Bournemouth,2.5728971962616822,1.594392523364486,1.3364485981308412,9755.850000000002
313,0,0,24,100.0,1,59859,17.4,0,0,3,8,Ilkay,2.7,0,1,8.9,236,False,32.6,0,71,54,0,0,0,8.0,0,0,Gündogan,1.1,a,10,39.0,8,28051,14126,1.5,0,MID,10,Man City,1.5,Bournemouth,0.3222222222222222,0.6037037037037037,0.7222222222222222,368.45000000000005
314,2,2,76,,1,86173,90.3,1,0,3,3,Manuel,3.3,2,2,30.6,237,False,91.8,0,329,90,0,0,0,4.8,1,0,Agudo Durán,3.2,s,10,126.0,24,200040,161235,2.7,0,MID,10,Man City,1.5,Bournemouth,1.0033333333333334,1.02,1.4,1549.095
316,0,0,7,100.0,0,182156,15.2,0,0,3,1,Leroy,0.7,0,0,3.2,489,False,5.2,0,50,78,0,0,0,1.0,0,0,Sané,0.2,a,10,11.0,2,2966,20543,0.3,0,MID,10,Man City,1.5,Bournemouth,0.19487179487179487,0.06666666666666667,0.14102564102564102,34.97
317,0,0,4,,0,178871,0.9,0,0,3,1,Aleix,0.5,0,0,0.3,578,False,1.6,0,16,50,0,0,0,1.0,0,0,García Serrano,0.0,a,10,0.0,1,54,24,0.2,0,MID,10,Man City,1.5,Bournemouth,0.018000000000000002,0.032,0.0,2.875
318,0,6,96,0.0,0,37572,60.4,1,789,4,0,Sergio,0.7,3,3,36.2,239,False,109.4,0,259,130,0,0,0,8.0,0,0,Agüero,27.4,a,10,194.0,24,556455,1207207,1.9,0,FWD,10,Man City,1.5,Bournemouth,0.4646153846153846,0.8415384615384616,1.4923076923076923,405.9899999999999
319,3,3,103,100.0,1,173515,108.0,0,242,4,10,Kelechi,6.7,1,2,37.1,241,False,132.6,0,161,71,0,0,0,6.3,0,0,Iheanacho,8.8,a,10,130.0,25,327966,85116,3.6,0,FWD,10,Man City,1.5,Bournemouth,1.5211267605633803,1.8676056338028169,1.8309859154929577,3749.5300000000007
320,0,0,81,,2,51940,0.0,0,368,1,1,David,3.0,6,0,8.7,242,False,87.6,0,450,55,0,0,0,3.4,0,11,de Gea,44.7,a,11,0.0,17,163742,205803,3.1,0,GKP,11,Man Utd,1.5,Watford,0.0,1.5927272727272725,0.0,411.19999999999993
322,0,0,23,100.0,0,55909,0.5,0,381,2,1,Chris,0.7,3,0,3.0,244,False,15.8,0,93,59,0,0,0,1.0,0,0,Smalling,1.2,a,11,14.0,3,3895,23506,0.5,0,DEF,11,Man Utd,1.5,Watford,0.00847457627118644,0.2677966101694915,0.23728813559322035,34.815
325,1,2,105,100.0,2,106760,67.8,1,92,2,1,Luke,2.7,5,0,17.1,247,False,69.4,0,434,56,0,0,0,4.2,0,0,Shaw,22.8,d,11,34.0,21,338021,217394,3.8,0,DEF,11,Man Utd,1.5,Watford,1.2107142857142856,1.2392857142857143,0.6071428571428571,714.36
327,0,3,101,,2,20695,89.4,1,186,2,2,Antonio,4.0,4,0,23.0,250,False,98.6,0,421,56,0,0,0,4.0,0,0,Valencia,12.9,a,11,42.0,20,204750,96639,3.6,0,DEF,11,Man Utd,1.5,Watford,1.5964285714285715,1.7607142857142857,0.75,1400.0
331,0,3,113,,2,58877,18.8,0,477,2,0,Daley,2.7,3,0,11.8,254,False,99.6,0,360,55,0,0,0,4.5,0,0,Blind,3.4,a,11,0.0,18,40727,31544,3.3,0,DEF,11,Man Utd,1.5,Watford,0.34181818181818185,1.8109090909090908,0.0,497.52
332,0,2,109,75.0,2,197365,4.7,0,0,2,1,Eric,3.0,6,0,9.7,255,False,88.6,0,450,55,0,0,0,3.4,0,0,Bailly,13.9,a,11,3.0,17,127030,121043,3.1,1,DEF,11,Man Utd,1.5,Watford,0.08545454545454546,1.6109090909090908,0.05454545454545454,450.34999999999997
333,0,0,67,,2,43670,64.5,0,586,3,1,Juan,1.3,3,1,22.4,256,False,71.6,0,248,75,0,0,0,3.5,0,0,Mata,1.8,a,11,87.0,14,39294,51214,1.9,0,MID,11,Man Utd,1.5,Watford,0.86,0.9546666666666666,1.16,449.0450000000001
334,0,0,83,100.0,2,41184,97.7,0,164,3,1,Marouane,1.3,6,0,24.0,257,False,110.0,0,450,60,0,0,0,1.8,0,0,Fellaini,0.4,a,11,32.0,9,8911,10167,1.5,3,MID,11,Man Utd,1.5,Watford,1.6283333333333334,1.8333333333333333,0.5333333333333333,476.415
335,0,0,1,,0,106824,0.2,0,259,3,0,Memphis,0.0,1,0,0.3,258,False,1.0,0,8,73,0,0,0,0.5,0,0,Depay,0.2,a,11,2.0,1,473,5422,0.1,1,MID,11,Man Utd,1.5,Watford,0.0027397260273972603,0.0136986301369863,0.0273972602739726,1.0
337,0,0,6,,0,18892,3.7,0,178,3,1,Ashley,0.3,2,0,2.8,260,False,6.4,0,53,53,0,0,0,1.0,0,0,Young,0.1,a,11,18.0,1,303,1910,0.2,0,MID,11,Man Utd,1.5,Watford,0.06981132075471698,0.12075471698113208,0.33962264150943394,13.645
338,0,0,25,,0,59846,27.3,0,307,3,0,Ander,0.3,1,0,5.4,262,False,24.2,0,144,63,0,0,0,1.0,0,0,Herrera,0.3,a,11,2.0,3,1261,6952,0.5,1,MID,11,Man Utd,1.5,Watford,0.43333333333333335,0.3841269841269841,0.031746031746031744,27.075000000000003
340,0,0,3,,0,42774,0.6,0,317,3,0,Morgan,0.0,0,0,0.1,264,False,0.2,0,6,47,0,0,0,1.0,0,0,Schneiderlin,0.2,a,11,0.0,1,877,8040,0.2,0,MID,11,Man Utd,1.5,Watford,0.01276595744680851,0.00425531914893617,0.0,1.0
342,0,0,5,100.0,0,109322,13.9,0,318,3,0,Jesse,0.3,2,0,1.7,266,False,0.8,0,45,57,0,0,0,1.0,0,0,Lingard,0.4,a,11,2.0,1,2068,27399,0.2,0,MID,11,Man Utd,1.5,Watford,0.24385964912280703,0.014035087719298246,0.03508771929824561,8.515
343,2,3,46,,1,148225,74.0,1,593,3,1,Anthony,1.0,2,0,19.2,267,False,50.2,0,271,93,0,0,0,3.4,0,0,Martial,4.3,d,11,68.0,17,92927,215677,1.8,0,MID,11,Man Utd,1.5,Watford,0.7956989247311828,0.5397849462365591,0.7311827956989247,305.29999999999995
344,0,0,8,50.0,0,57249,41.6,0,0,3,0,Henrikh,0.7,2,0,10.3,268,False,19.0,0,107,90,0,0,0,1.0,0,0,Mkhitaryan,1.7,d,11,43.0,4,4215,218769,0.4,0,MID,11,Man Utd,1.5,Watford,0.46222222222222226,0.2111111111111111,0.4777777777777778,112.78
345,0,0,50,100.0,2,74208,67.3,0,0,3,1,Paul,2.0,5,0,17.3,503,False,47.8,0,360,84,0,0,0,2.3,0,0,Pogba,10.7,a,11,58.0,9,211634,269654,1.1,1,MID,11,Man Utd,1.5,Watford,0.8011904761904761,0.569047619047619,0.6904761904761905,528.3
346,2,1,88,,2,13017,205.1,0,509,4,1,Wayne,2.0,6,1,47.2,269,False,116.2,0,446,89,0,0,0,3.6,0,0,Rooney,4.6,a,11,150.0,18,95166,136280,2.0,3,FWD,11,Man Utd,1.5,Watford,2.304494382022472,1.3056179775280898,1.6853932584269662,1431.8999999999999
348,0,0,58,,0,176297,43.9,0,237,4,6,Marcus,3.7,3,2,25.9,271,False,77.6,0,155,68,0,0,0,3.7,0,0,Rashford,4.2,a,11,138.0,11,66369,99224,1.6,1,FWD,11,Man Utd,1.5,Watford,0.6455882352941176,1.1411764705882352,2.0294117647058822,1451.2250000000001
349,1,6,111,,2,9808,99.6,2,0,4,5,Zlatan,4.0,6,4,56.7,272,True,140.0,0,450,118,0,0,0,6.8,0,0,Ibrahimovic,60.3,a,11,332.0,34,771465,206265,2.9,1,FWD,11,Man Utd,1.5,Watford,0.8440677966101694,1.1864406779661016,2.8135593220338984,3463.6000000000004
351,0,0,34,100.0,0,12496,0.0,0,0,1,2,Víctor,1.0,6,0,3.1,274,False,30.6,0,270,45,0,0,0,1.7,0,5,Valdés,5.0,a,12,0.0,5,19753,107429,1.1,0,GKP,12,Middlesbrough,0.8,Everton,0.0,0.68,0.0,29.480000000000004
352,0,0,40,,1,41705,0.0,0,188,1,0,Bradley,2.0,1,0,4.0,490,False,40.0,0,180,45,0,0,0,4.5,0,6,Guzan,0.8,a,12,0.0,9,7943,11398,2.0,0,GKP,12,Middlesbrough,0.8,Everton,0.0,0.8888888888888888,0.0,73.0
353,0,0,26,,0,101184,0.5,0,70,2,0,Calum,0.0,4,1,7.6,11,False,48.8,0,90,44,0,0,0,6.0,0,0,Chambers,3.6,a,12,27.0,6,78014,85966,1.3,0,DEF,12,Middlesbrough,0.8,Everton,0.011363636363636364,1.1090909090909091,0.6136363636363636,6.0
354,0,0,68,100.0,1,75880,8.2,0,0,2,0,Daniel,4.0,5,1,18.0,275,False,107.2,0,278,50,0,0,0,3.3,0,0,Ayala,0.3,a,12,64.0,13,4111,3261,2.6,2,DEF,12,Middlesbrough,0.8,Everton,0.16399999999999998,2.144,1.28,587.0799999999999
355,1,0,77,100.0,0,40202,39.7,0,0,2,4,George,1.7,7,0,21.5,276,False,96.8,0,360,45,0,0,0,2.3,0,0,Friend,3.6,a,12,78.0,9,20635,90446,2.0,0,DEF,12,Middlesbrough,0.8,Everton,0.8822222222222222,2.151111111111111,1.7333333333333334,300.71999999999997
357,0,3,91,,1,83312,2.4,1,0,2,1,Ben,3.7,7,0,13.5,278,False,120.2,0,450,45,0,0,0,3.0,0,0,Gibson,1.8,a,12,13.0,15,58771,18673,3.3,0,DEF,12,Middlesbrough,0.8,Everton,0.05333333333333333,2.671111111111111,0.28888888888888886,416.37600000000003
358,0,0,49,,1,48771,31.9,0,0,2,0,Emilio,2.0,5,0,11.9,279,False,47.6,0,320,45,0,0,0,2.5,0,0,Nsue Lopez,0.5,a,12,38.0,10,6564,9691,2.2,0,DEF,12,Middlesbrough,0.8,Everton,0.7088888888888889,1.0577777777777777,0.8444444444444444,198.0
360,0,3,98,,1,20399,57.2,0,0,2,1,Antonio,3.3,7,0,18.0,477,False,102.6,0,450,45,0,0,0,2.8,0,0,Barragán,0.6,a,12,19.0,14,10945,6443,3.1,1,DEF,12,Middlesbrough,0.8,Everton,1.271111111111111,2.28,0.4222222222222222,486.032
363,0,0,6,0.0,0,49773,20.5,0,0,3,0,Albert,0.0,2,0,6.0,281,False,8.4,0,122,54,0,0,0,1.5,0,0,Adomah,0.1,u,12,33.0,3,625,9035,0.6,0,MID,12,Middlesbrough,0.8,Everton,0.37962962962962965,0.15555555555555556,0.6111111111111112,3.0
364,1,0,78,,1,12002,165.0,0,0,3,2,Stewart,3.3,7,0,30.1,282,False,67.6,0,450,53,0,0,0,2.6,0,0,Downing,0.7,a,12,67.0,13,5669,24836,2.4,1,MID,12,Middlesbrough,0.8,Everton,3.1132075471698113,1.2754716981132075,1.2641509433962264,803.9440000000001
365,0,0,35,,1,59044,10.4,0,0,3,1,Adam,1.7,4,0,6.1,283,False,37.8,0,333,44,0,0,0,1.6,0,0,Clayton,0.4,a,12,14.0,8,3981,8703,1.8,1,MID,12,Middlesbrough,0.8,Everton,0.23636363636363636,0.859090909090909,0.3181818181818182,92.592
368,0,0,75,,1,80179,63.7,0,0,3,2,Adam,2.3,7,0,12.7,286,False,42.6,0,422,45,0,0,0,2.0,0,0,Forshaw,0.1,a,12,21.0,10,2367,1874,2.2,1,MID,12,Middlesbrough,0.8,Everton,1.4155555555555557,0.9466666666666667,0.4666666666666667,244.23200000000003
371,0,0,7,,0,123125,16.0,0,0,3,1,Viktor,1.0,2,0,3.3,289,False,6.4,0,78,51,0,0,0,1.0,0,0,Fischer,0.4,a,12,10.0,3,822,35488,0.6,0,MID,12,Middlesbrough,0.8,Everton,0.3137254901960784,0.12549019607843137,0.19607843137254902,28.92
372,0,0,23,100.0,0,82428,17.0,0,0,3,2,Marten,1.0,3,0,4.7,290,False,13.4,0,145,44,0,0,0,1.3,0,0,de Roon,0.2,a,12,16.0,4,3560,5656,0.9,0,MID,12,Middlesbrough,0.8,Everton,0.38636363636363635,0.30454545454545456,0.36363636363636365,41.12
373,1,0,39,,1,78091,112.0,0,0,3,2,Gastón,1.3,4,0,20.3,491,False,38.8,0,331,55,0,0,0,1.8,0,0,Ramírez,1.1,a,12,52.0,9,40534,47640,1.6,3,MID,12,Middlesbrough,0.8,Everton,2.036363636363636,0.7054545454545454,0.9454545454545454,219.91200000000003
374,0,0,3,,0,159533,0.0,0,0,3,0,Adama,0.5,0,0,0.8,563,False,4.0,0,10,50,0,0,0,1.0,0,0,Traoré,0.0,a,12,4.0,1,777,406,0.2,0,MID,12,Middlesbrough,0.8,Everton,0.0,0.08,0.08,4.2
375,0,0,11,,0,12744,3.3,0,0,4,1,David,0.7,0,0,0.7,291,False,3.4,0,43,48,0,0,0,1.0,0,0,Nugent,0.4,a,12,2.0,4,4146,17373,0.8,0,FWD,12,Middlesbrough,0.8,Everton,0.06874999999999999,0.07083333333333333,0.041666666666666664,8.872
377,0,3,82,75.0,1,49464,31.1,1,0,4,0,Cristhian,1.3,3,2,17.4,293,False,96.0,0,260,51,0,0,0,5.7,0,0,Stuani,4.6,a,12,47.0,17,244076,115461,3.3,0,FWD,12,Middlesbrough,0.8,Everton,0.6098039215686275,1.8823529411764706,0.9215686274509803,198.06400000000002
378,2,5,64,,1,42892,85.2,1,0,4,2,Álvaro,2.0,7,1,28.6,478,False,87.0,0,450,67,0,0,0,5.0,0,0,Negredo,26.0,a,12,114.0,25,863432,398014,3.7,0,FWD,12,Middlesbrough,0.8,Everton,1.2716417910447761,1.2985074626865671,1.7014925373134329,482.92
379,0,3,92,,0,1822,0.0,1,24,1,1,Shay,4.0,14,0,14.4,315,False,144.8,0,450,45,1,0,1,2.6,0,18,Given,0.8,a,14,0.0,13,15590,6344,2.9,1,GKP,14,Stoke,1.0,Crystal Palace,0.0,3.217777777777778,0.0,592.2
383,1,0,64,,0,37869,12.0,0,176,2,0,Ryan,0.7,14,0,18.7,318,False,90.0,0,450,49,0,0,0,1.0,0,0,Shawcross,1.7,a,14,85.0,5,4513,22765,1.0,2,DEF,14,Stoke,1.0,Crystal Palace,0.24489795918367346,1.836734693877551,1.7346938775510203,135.9
384,0,0,48,,0,50089,2.4,0,293,2,0,Geoff,0.7,9,0,10.0,320,False,57.8,0,270,44,0,0,0,0.7,0,0,Cameron,0.3,a,14,40.0,2,2211,5619,0.5,0,DEF,14,Stoke,1.0,Crystal Palace,0.05454545454545454,1.3136363636363635,0.9090909090909091,72.14
385,0,0,43,,0,39487,46.7,0,388,2,0,Erik,0.3,10,0,10.8,321,False,56.6,0,360,44,0,0,0,0.8,0,0,Pieters,3.4,a,14,4.0,3,11963,73970,0.7,1,DEF,14,Stoke,1.0,Crystal Palace,1.0613636363636365,1.2863636363636364,0.09090909090909091,35.190000000000005
387,0,0,29,,0,17997,37.6,0,107,2,0,Phil,0.7,6,0,10.4,323,False,37.8,0,270,45,0,0,0,1.0,0,0,Bardsley,0.2,a,14,28.0,3,1222,1959,0.7,1,DEF,14,Stoke,1.0,Crystal Palace,0.8355555555555556,0.84,0.6222222222222222,75.38
388,0,0,23,0.0,0,69960,3.4,0,330,2,0,Philipp,0.0,5,0,5.0,324,False,36.4,0,180,45,0,0,0,0.5,0,0,Wollscheid,0.5,u,14,10.0,1,714,33864,0.2,1,DEF,14,Stoke,1.0,Crystal Palace,0.07555555555555556,0.8088888888888889,0.2222222222222222,1.0
392,0,0,75,,0,40555,128.5,0,132,3,2,Joe,2.0,13,0,22.7,202,False,67.0,0,373,48,0,0,0,1.6,0,0,Allen,1.1,a,14,31.0,8,7744,31498,1.6,1,MID,14,Stoke,1.0,Crystal Palace,2.6770833333333335,1.3958333333333333,0.6458333333333334,461.0
395,0,1,65,,0,12150,67.1,0,432,3,2,Glenn,1.7,13,0,16.8,329,False,83.2,0,426,44,0,0,0,2.0,0,0,Whelan,0.8,a,14,18.0,10,6619,13483,2.3,1,MID,14,Stoke,1.0,Crystal Palace,1.525,1.8909090909090909,0.4090909090909091,296.11
396,0,0,17,,0,12813,21.2,0,312,3,2,Jonathan,1.7,10,0,8.5,330,False,21.0,0,247,58,0,0,0,1.4,0,0,Walters,0.2,a,14,43.0,7,462,4146,1.2,0,MID,14,Stoke,1.0,Crystal Palace,0.36551724137931035,0.3620689655172414,0.7413793103448276,151.84
397,0,0,44,75.0,0,41464,60.2,0,528,3,6,Marko,3.0,13,1,23.9,331,False,49.4,0,447,73,0,0,0,2.4,0,0,Arnautovic,1.2,a,14,129.0,12,8162,38397,1.6,3,MID,14,Stoke,1.0,Crystal Palace,0.8246575342465754,0.6767123287671233,1.7671232876712328,727.8000000000001
399,0,2,22,0.0,0,68312,18.7,0,302,3,0,Xherdan,0.0,1,1,8.1,333,False,36.2,0,90,63,0,0,0,9.0,0,0,Shaqiri,3.8,i,14,26.0,9,62113,256319,1.4,0,MID,14,Stoke,1.0,Crystal Palace,0.2968253968253968,0.5746031746031747,0.4126984126984127,9.0
400,0,1,50,,0,102738,35.4,0,194,3,0,Giannelli,1.3,8,0,7.3,334,False,23.6,0,308,49,0,0,0,2.3,0,0,Imbula,0.3,a,14,14.0,9,3821,7759,1.8,0,MID,14,Stoke,1.0,Crystal Palace,0.7224489795918367,0.4816326530612245,0.2857142857142857,103.9
401,0,0,47,,0,40276,54.3,0,360,3,2,Bojan,1.3,8,1,14.4,335,False,50.4,0,271,59,0,0,0,2.4,0,0,Krkic,1.8,a,14,41.0,12,38581,62115,2.0,1,MID,14,Stoke,1.0,Crystal Palace,0.9203389830508474,0.8542372881355932,0.6949152542372882,201.41
402,0,0,7,,0,205102,1.8,0,0,3,0,Ramadan,0.3,1,0,0.7,486,False,1.8,0,16,51,0,0,0,1.0,0,0,Sobhi,0.5,a,14,4.0,2,3167,22478,0.4,0,MID,14,Stoke,1.0,Crystal Palace,0.03529411764705882,0.03529411764705882,0.0784313725490196,4.279999999999999
403,0,0,9,,0,57001,12.6,0,249,4,2,Wilfried,1.3,8,0,10.5,240,False,11.0,0,180,73,0,0,0,2.0,0,0,Bony,1.4,a,14,82.0,4,56184,40263,0.5,0,FWD,14,Stoke,1.0,Crystal Palace,0.17260273972602738,0.1506849315068493,1.1232876712328768,141.28
404,0,0,5,,0,3773,0.8,0,47,4,0,Peter,0.7,1,0,2.1,336,False,12.0,0,64,48,0,0,0,2.0,0,0,Crouch,0.6,a,14,8.0,2,6744,17832,0.4,0,FWD,14,Stoke,1.0,Crystal Palace,0.016666666666666666,0.25,0.16666666666666666,16.56
405,0,0,18,75.0,0,61858,8.2,0,245,4,1,Mame Biram,1.0,8,0,5.2,337,False,8.2,0,258,58,0,0,0,1.8,0,0,Diouf,0.4,a,14,37.0,7,5189,18105,1.2,0,FWD,14,Stoke,1.0,Crystal Palace,0.14137931034482756,0.14137931034482756,0.6379310344827587,60.400000000000006
408,0,0,25,0.0,0,20487,0.0,0,210,1,0,Vito,0.0,4,0,2.1,339,False,20.6,0,180,44,0,0,0,1.5,0,4,Mannone,0.7,i,15,0.0,3,3797,22134,0.7,0,GKP,15,Sunderland,0.5,Spurs,0.0,0.4681818181818182,0.0,3.0
409,0,0,66,100.0,0,111234,10.0,0,18,1,4,Jordan,3.7,5,0,12.8,340,False,117.8,0,270,40,0,0,0,3.7,0,20,Pickford,9.5,a,15,0.0,11,91108,52250,2.8,0,GKP,15,Sunderland,0.5,Spurs,0.25,2.945,0.0,247.43
412,0,0,5,,0,160817,2.5,0,28,2,1,Patrick,0.3,3,0,0.4,249,False,0.0,0,54,44,1,0,0,0.0,0,0,McNair,0.4,a,15,4.0,0,1674,6250,0.0,0,DEF,15,Sunderland,0.5,Spurs,0.056818181818181816,0.0,0.09090909090909091,0.975
