,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
74,0,0,64,0.0,0.0,1,1718,0,0,0,0,22.9,0,228,2,0.0,0.0,0,John,2.0,4,0,13.3,75,False,64.6,0,0,0,0,360,Ankle injury - Expected back 24 Sep,55,0,0,0,1718.jpg,2.5,0,0,Terry,3.6,False,26.0,i,4,8,46.0,10,52815,165,107821,13214,0.4,1.8,Terry,1
75,1,2,103,100.0,100.0,1,41135,0,0,0,0,61.8,0,414,2,3.5,4.0,1,Branislav,4.0,6,0,26.4,76,False,92.0,0,0,0,0,450,,60,0,0,0,41135.jpg,3.2,0,0,Ivanovic,6.3,False,2.0,a,4,8,111.0,16,26566,1584,51382,7414,0.7,2.7,Ivanovic,1
76,1,2,93,,,1,41328,0,0,0,0,40.7,0,470,2,2.5,3.0,1,César,3.0,6,0,16.4,77,False,73.8,0,0,0,0,450,,60,0,0,0,41328.jpg,3.2,0,0,Azpilicueta,12.4,False,28.0,a,4,8,49.0,16,95836,1014,118167,20940,0.5,2.7,Azpilicueta,1
77,0,0,80,,,1,19419,0,0,0,0,3.6,0,283,2,2.2,2.7,1,Gary,2.7,6,0,14.9,78,False,82.0,0,0,0,0,450,,60,0,0,0,19419.jpg,2.2,0,0,Cahill,5.3,False,24.0,a,4,8,62.0,11,13000,371,47669,6509,0.5,1.8,Cahill,1
78,0,0,0,0.0,0.0,0,103192,0,0,-1,1,0.0,0,185,2,0.0,0.0,0,Kurt,0.0,0,0,0.0,79,False,0.0,0,0,0,0,0,Knee injury - Expected back 24 Sep,54,0,0,0,103192.jpg,0.0,0,0,Zouma,0.2,False,5.0,i,4,8,0.0,0,474,40,4561,234,0.0,0.0,Zouma,0
79,0,0,0,0.0,0.0,0,118335,0,0,0,0,0.0,0,138,2,0.0,0.0,0,Abdul Rahman,0.0,0,0,0.0,80,False,0.0,0,0,0,0,0,Signed for Schalke in season-long loan deal,55,0,0,0,118335.jpg,0.0,0,0,Baba,0.0,False,6.0,u,4,8,0.0,0,45,10,737,25,0.0,0.0,Baba Rahman,0
80,0,0,0,0.0,0.0,0,163793,0,0,-1,1,0.0,0,18,2,0.0,0.0,0,Matt,0.0,0,0,0.0,81,False,0.0,0,0,0,0,0,Joined Vitesse Arnhem in season-long loan deal,44,0,0,0,163793.jpg,0.0,0,0,Miazga,0.1,False,20.0,u,4,8,0.0,0,345,5,2772,149,0.0,0.0,Miazga,0
81,1,6,104,,,1,42786,-2,2,1,-1,181.1,1,476,3,4.2,4.7,2,Eden,4.7,6,2,51.2,82,False,142.6,0,0,0,0,434,,101,0,0,0,42786.jpg,5.6,0,0,Hazard,29.8,False,10.0,a,4,8,188.0,28,596965,4602,276423,162889,0.5,2.7,Hazard,2
82,1,0,30,,,0,17878,0,0,-4,4,64.2,0,617,3,0.2,0.7,1,Cesc,0.7,0,0,13.0,83,False,37.4,0,0,0,0,35,,71,0,0,0,17878.jpg,2.0,0,0,Fàbregas,2.4,False,4.0,a,4,8,28.0,6,21298,173,178318,5802,0.1,0.8,Fàbregas,0
83,1,0,84,,,1,61262,-1,1,-1,1,157.8,0,321,3,2.5,3.0,2,Oscar,3.0,6,0,35.3,84,False,81.2,0,0,0,0,416,,74,0,0,0,61262.jpg,2.6,0,0,dos Santos Emboaba Junior,1.2,False,8.0,a,4,8,115.0,13,20152,434,37855,3436,0.4,1.8,Oscar,1
84,0,0,0,0.0,0.0,0,66733,0,0,-1,1,0.0,0,8,3,0.0,0.0,0,Juan,0.0,0,0,0.0,85,False,0.0,0,0,0,0,0,Joined Juventus on three-season loan deal,69,0,0,0,66733.jpg,0.0,0,0,Cuadrado,0.9,False,17.0,u,4,8,0.0,0,598,5,44809,1389,0.0,0.0,Cuadrado,0
85,0,3,80,100.0,100.0,1,47431,0,0,-1,1,259.5,1,512,3,4.2,4.7,1,Willian,4.7,5,1,45.0,86,False,95.2,0,0,0,0,314,,74,0,0,0,47431.jpg,4.0,0,0,Borges Da Silva,6.6,False,22.0,a,4,8,95.0,16,88673,2392,211489,20400,0.6,2.2,Willian,1
86,2,0,86,,,1,62398,0,0,0,0,80.3,0,373,3,3.8,4.3,5,Nemanja,4.3,6,0,21.8,87,False,80.8,0,0,0,0,415,,50,0,0,0,62398.jpg,3.2,0,0,Matic,2.6,False,21.0,a,4,8,57.0,16,32067,5207,36150,3417,0.9,3.2,Matic,1
87,0,0,0,,,0,126187,-1,1,-3,3,0.0,0,68,3,-0.5,0.0,0,Ruben,0.0,0,0,0.0,88,False,0.0,0,0,0,0,0,,52,0,0,0,126187.jpg,0.0,0,0,Loftus-Cheek,0.1,False,14.0,a,4,8,0.0,0,236,6,2878,131,0.0,0.0,Loftus-Cheek,0
88,0,0,0,100.0,100.0,0,28495,0,0,0,0,0.0,0,209,3,-0.5,0.0,0,John Obi,0.0,0,0,0.0,89,False,0.0,0,0,0,0,0,,45,0,0,0,28495.jpg,0.0,0,0,Mikel,0.1,False,12.0,a,4,8,0.0,0,1209,95,2609,242,0.0,0.0,Mikel,0
89,1,0,36,,,0,49579,-1,1,-3,3,31.9,0,399,3,1.2,1.7,1,Pedro,1.7,1,0,7.1,90,False,32.2,0,0,0,0,98,,72,0,0,0,49579.jpg,1.8,0,0,Rodríguez Ledesma,0.3,False,11.0,a,4,8,10.0,7,2027,44,14341,814,0.2,1.0,Pedro,1
90,0,0,0,0.0,0.0,0,110504,0,0,-1,1,0.0,0,101,3,0.0,0.0,0,Bertrand,0.0,0,0,0.0,91,False,0.0,0,0,0,0,0,Season-long loan to Ajax,54,0,0,0,110504.jpg,0.0,0,0,Traore,0.0,False,14.0,u,4,8,0.0,0,74,0,1961,34,0.0,0.0,Traore,0
91,0,0,35,,,0,49013,0,0,0,0,25.0,0,127,3,2.2,2.7,1,Victor,2.7,0,1,11.3,92,False,41.6,0,0,0,0,61,,55,0,0,0,49013.jpg,2.0,0,0,Moses,0.2,False,15.0,a,4,8,49.0,10,3640,103,3520,524,0.5,1.8,Moses,0
92,0,0,0,0.0,0.0,0,82660,0,0,-1,1,0.0,0,81,3,0.0,0.0,0,Marco,0.0,0,0,0.0,93,False,0.0,0,0,0,0,0,Omitted from 25 man squad,49,0,0,0,82660.jpg,0.0,0,0,Van Ginkel,0.0,False,,u,4,8,0.0,0,78,5,804,38,0.0,0.0,Van Ginkel,0
93,0,0,0,,,0,167767,0,0,-1,1,0.0,0,86,3,0.0,-1.0,0,Robert Kenedy,0.0,0,0,0.0,94,False,0.0,0,0,0,0,0,,54,0,0,0,167767.jpg,0.0,0,0,Nunes do Nascimento,0.0,False,12.0,a,18,57,0.0,0,975,23,1245,126,0.0,0.0,Kenedy,0
94,0,0,65,,,1,116594,0,0,-1,1,44.8,0,501,3,1.8,2.3,2,N'Golo,2.3,6,0,12.6,95,False,51.2,0,0,0,0,450,,49,0,0,0,116594.jpg,2.0,0,0,Kanté,17.6,False,7.0,a,4,8,30.0,10,66383,3162,342244,39162,0.5,2.0,Kanté,1
95,1,1,40,,,0,94245,-1,1,-2,2,11.8,0,0,4,0.2,0.7,0,Michy,0.7,0,1,11.1,96,False,49.0,0,0,0,0,38,,88,0,0,0,94245.jpg,3.0,0,0,Batshuayi,1.6,False,23.0,a,4,8,51.0,12,35487,181,76491,7985,0.1,1.3,Batshuayi,0
96,1,3,134,100.0,100.0,1,18507,0,0,4,-4,93.4,1,533,4,7.2,7.7,6,Diego,7.7,6,5,62.9,97,True,216.4,0,0,0,0,439,,99,0,0,0,18507.jpg,6.6,0,0,Da Silva Costa,26.1,False,19.0,a,4,8,319.0,33,782100,80346,128819,21562,0.8,3.3,Costa,3
97,0,0,0,0.0,0.0,0,38419,0,0,-1,1,0.0,0,62,4,0.0,0.0,0,Loïc,0.0,0,0,0.0,98,False,0.0,0,0,0,0,0,Thigh injury - Expected back 05 Nov,64,0,0,0,38419.jpg,0.0,0,0,Remy,0.3,False,8.0,i,5,31,0.0,0,14233,43,18340,890,0.0,0.0,Remy,0
98,0,0,0,,,0,11554,-1,1,-1,1,0.0,0,13,1,0.5,0.5,0,Julian,0.0,0,0,0.0,99,False,0.0,0,0,0,0,0,,44,0,0,0,11554.jpg,0.0,0,0,Speroni,0.3,False,1.0,a,5,31,0.0,0,513,39,3146,237,0.0,0.0,Speroni,0
99,0,0,29,100.0,100.0,0,20066,0,0,0,0,0.0,0,266,1,0.5,0.5,0,Wayne,0.0,2,0,4.4,100,False,44.2,0,0,0,0,180,,45,0,0,0,20066.jpg,2.5,0,6,Hennessey,3.3,False,13.0,a,5,31,0.0,5,11719,168,58344,5055,0.0,1.1,Hennessey,0
100,0,0,0,,,0,58376,-1,1,-1,1,0.0,0,82,1,1.0,0.5,0,Alex,0.0,0,0,0.0,101,False,0.0,0,0,0,0,0,,44,0,0,0,58376.jpg,0.0,0,0,McCarthy,0.2,False,13.0,a,13,20,0.0,0,357,21,2268,172,0.0,0.0,McCarthy,0
101,0,0,42,,,0,44413,0,0,-1,1,0.0,0,0,1,3.2,3.2,3,Steve,2.7,3,0,6.0,102,False,61.0,0,0,0,0,270,,44,0,0,0,44413.jpg,2.7,0,8,Mandanda,3.7,False,30.0,a,5,31,0.0,8,19372,3736,51699,2571,0.6,1.8,Mandanda,0
102,0,0,24,75.0,100.0,0,49413,0,0,0,0,0.3,0,221,2,2.1,2.8,7,James,2.3,1,1,8.2,103,False,43.6,0,0,0,0,54,Knee injury - 75% chance of playing,50,0,0,0,49413.jpg,4.0,0,0,Tomkins,0.1,False,5.0,d,5,31,38.0,8,505,161,1132,108,0.5,1.6,Tomkins,0
103,0,1,94,,,0,19188,0,0,0,0,13.6,1,480,2,6.8,6.8,8,Scott,6.3,5,2,33.6,104,True,155.6,0,0,0,0,450,,55,0,0,0,19188.jpg,4.4,0,0,Dann,6.9,False,6.0,a,5,31,166.0,22,49276,23263,66843,2939,1.1,4.0,Dann,1
104,0,0,68,,,0,55494,0,0,0,0,17.6,0,333,2,2.2,2.2,2,Joel,1.7,5,0,15.4,105,False,84.8,0,0,0,0,447,,50,0,0,0,55494.jpg,1.8,0,0,Ward,0.9,False,2.0,a,5,31,51.0,9,3857,267,14838,1091,0.3,1.8,Ward,1
105,1,0,42,,,0,58786,0,0,-1,1,18.0,0,96,2,3.2,3.2,5,Martin,2.7,2,0,6.8,106,False,48.0,0,0,0,0,184,,44,0,0,0,58786.jpg,2.3,0,0,Kelly,0.5,False,34.0,a,5,31,2.0,9,9144,4664,5186,737,0.6,2.0,Kelly,0
106,0,0,78,100.0,100.0,1,7906,0,0,0,0,15.4,0,366,2,1.8,1.8,1,Damien,1.3,4,0,11.8,107,False,94.4,0,0,0,0,396,,50,0,0,0,7906.jpg,2.4,0,0,Delaney,0.9,False,27.0,a,5,31,9.0,12,3938,339,14623,961,0.3,2.4,Delaney,1
107,0,0,37,0.0,0.0,0,79228,-1,1,-1,1,33.5,0,354,2,0.0,0.0,0,Pape,0.7,3,0,9.7,108,False,53.6,0,0,0,0,270,Thigh injury - Expected back 18 Mar,44,0,0,0,79228.jpg,2.0,0,0,Souaré,0.8,False,23.0,i,5,31,9.0,6,19867,31,33099,4703,0.2,1.3,Souaré,0
108,2,1,72,,,2,55452,0,0,0,0,137.9,0,469,3,6.0,5.5,5,Yannick,5.0,2,0,27.2,109,False,86.0,0,0,0,0,307,,60,0,0,0,55452.jpg,3.2,0,0,Bolasie,5.8,False,14.0,a,6,11,48.0,16,126650,20711,89886,6014,0.8,2.7,Bolasie,1
109,3,4,121,,,0,19197,0,0,0,0,234.6,0,381,3,6.5,6.5,8,Jason,6.0,5,0,42.6,110,False,130.4,0,0,0,0,436,,55,0,0,0,19197.jpg,4.4,0,0,Puncheon,1.4,False,42.0,a,5,31,60.0,22,31039,5337,23090,2035,1.1,4.0,Puncheon,1
110,1,3,65,,,0,82403,0,0,-1,1,84.1,0,353,3,5.5,5.5,2,Wilfried,5.0,4,1,35.4,111,False,110.0,0,0,0,0,385,,54,0,0,0,82403.jpg,3.4,0,0,Zaha,3.0,False,11.0,a,5,31,159.0,17,69179,7396,39023,5337,0.9,3.1,Zaha,3
111,0,0,8,0.0,0.0,0,59115,0,0,0,0,31.2,0,118,3,0.0,0.0,0,Mile,0.0,1,0,4.3,112,False,11.8,0,0,0,0,90,Joined Aston Villa on 17/8,45,0,0,0,59115.jpg,2.0,0,0,Jedinak,0.3,False,15.0,u,5,31,0.0,2,1024,10,21373,507,0.0,0.4,Jedinak,0
112,0,0,33,75.0,100.0,1,18805,0,0,0,0,4.4,0,121,3,1.7,2.2,3,Joe,1.7,1,0,2.7,113,False,23.0,0,0,0,0,205,Knee injury - 75% chance of playing,45,0,0,0,18805.jpg,2.0,0,0,Ledley,0.5,False,16.0,d,5,31,0.0,6,1843,140,9597,872,0.4,1.3,Ledley,0
113,0,2,53,100.0,100.0,0,50471,0,0,-1,1,12.2,0,282,3,4.5,4.5,8,James,4.0,3,1,16.8,114,False,74.2,0,0,0,0,245,,49,0,0,0,50471.jpg,4.0,0,0,McArthur,0.0,False,18.0,a,5,31,81.0,12,625,461,575,63,0.8,2.4,McArthur,1
114,0,0,7,,,0,49438,0,0,-1,1,12.8,0,54,3,0.5,0.5,0,Jordon,0.0,1,0,1.8,115,False,4.8,0,0,0,0,9,,44,0,0,0,49438.jpg,1.0,0,0,Mutch,0.1,False,22.0,a,5,31,0.0,1,1150,109,2166,205,0.0,0.2,Mutch,0
115,0,0,0,0.0,0.0,0,103100,0,0,0,0,0.0,0,1,3,0.0,0.0,0,Jonathan,0.0,0,0,0.0,116,False,0.0,0,0,0,0,0,Joined Ipswich in season-long loan deal,45,0,0,0,103100.jpg,0.0,0,0,Williams,0.0,False,20.0,u,5,31,0.0,0,71,3,762,33,0.0,0.0,Williams,0
116,0,0,46,,,2,75773,0,0,0,0,76.5,0,56,3,1.5,1.5,1,Chung-yong,1.0,1,0,14.0,117,False,31.6,0,0,0,0,191,,45,0,0,0,75773.jpg,1.8,0,0,Lee,0.3,False,14.0,a,5,31,31.0,9,10394,120,7530,735,0.2,2.0,Lee Chung-yong,0
117,0,0,11,50.0,50.0,0,27341,-1,1,-3,3,53.9,0,397,3,0.1,0.1,0,Yohan,-0.3,2,0,9.9,118,False,21.4,0,0,0,0,149,Groin Injury - 50% chance of playing,57,0,1,0,27341.jpg,0.3,0,0,Cabaye,1.6,False,7.0,d,5,31,24.0,1,5349,40,94687,4266,-0.1,0.2,Cabaye,1
118,0,0,0,100.0,75.0,0,44343,0,0,-1,1,0.0,0,220,3,0.5,0.4,0,Bakary,0.0,0,0,0.0,119,False,0.0,0,0,0,0,0,,54,0,0,0,44343.jpg,0.0,0,0,Sako,0.0,False,26.0,a,5,31,0.0,0,73,13,406,17,0.0,0.0,Sako,0
119,1,3,94,,,1,60252,-1,1,-2,2,163.4,1,315,3,6.5,6.5,14,Andros,6.0,4,1,42.9,120,False,129.0,0,0,0,0,430,,63,0,0,0,60252.jpg,4.2,0,0,Townsend,3.8,False,10.0,a,5,31,137.0,21,32196,9518,121208,4941,1.0,3.3,Townsend,1
120,0,0,0,0.0,0.0,0,28541,0,0,-1,1,0.0,0,12,4,0.0,0.0,0,Fraizer,0.0,0,0,0.0,121,False,0.0,0,0,0,0,0,Hamstring injury - Expected back 17 Sep,44,0,0,0,28541.jpg,0.0,0,0,Campbell,0.5,False,9.0,i,5,31,0.0,0,5273,1786,11221,1005,0.0,0.0,Campbell,0
121,0,0,12,100.0,75.0,0,59125,-1,1,-3,3,19.6,0,225,4,1.2,0.9,0,Connor,0.7,3,0,7.0,122,False,18.2,0,0,0,0,245,,57,0,0,0,59125.jpg,2.0,0,0,Wickham,0.5,False,21.0,a,5,31,36.0,6,6206,251,33759,1297,0.1,1.1,Wickham,0
122,0,0,0,,,0,78315,0,0,-1,1,0.0,0,110,1,1.0,0.5,0,Joel,0.0,0,0,0.0,123,False,0.0,0,0,0,0,0,,49,0,0,0,78315.jpg,0.0,0,0,Robles,0.1,False,1.0,a,6,11,0.0,0,373,30,2065,113,0.0,0.0,Robles,0
123,0,0,73,,,2,10318,0,0,0,0,0.0,0,151,1,4.7,4.2,-1,Maarten,3.7,3,0,7.3,124,False,72.2,0,0,0,0,450,,50,1,0,0,10318.jpg,3.2,0,9,Stekelenburg,3.0,False,22.0,a,6,11,0.0,16,71869,9322,20258,3311,0.7,3.2,Stekelenburg,2
124,1,2,108,,,2,12745,1,-1,1,-1,110.6,0,212,2,6.7,6.2,2,Leighton,5.7,3,0,22.3,125,False,74.8,0,0,0,0,450,,56,0,1,0,12745.jpg,4.2,0,0,Baines,11.6,False,3.0,a,6,11,38.0,21,171808,23628,61889,7535,1.0,3.8,Baines,0
125,0,2,62,100.0,100.0,1,59949,0,0,-1,1,22.5,1,327,2,6.3,5.8,10,Seamus,5.3,1,1,11.9,126,False,75.2,0,0,0,0,180,,54,0,0,0,59949.jpg,8.0,0,0,Coleman,2.1,False,23.0,a,6,11,21.0,16,31071,22709,66693,1188,1.0,3.0,Coleman,0
126,0,2,105,100.0,100.0,2,7645,0,0,0,0,13.0,0,221,2,6.3,5.8,2,Phil,5.3,3,0,18.9,127,False,150.8,0,0,0,0,450,,50,0,0,0,7645.jpg,4.0,0,0,Jagielka,4.2,False,6.0,a,6,11,25.0,20,99575,22172,21824,3789,1.1,4.0,Jagielka,0
127,0,0,63,100.0,100.0,0,97299,0,0,0,0,8.6,0,336,2,2.3,2.8,1,John,1.3,4,0,10.2,128,False,89.2,0,0,0,0,367,,50,0,0,0,97299.jpg,1.4,0,0,Stones,29.9,False,24.0,a,10,43,4.0,7,186522,9358,317358,42414,0.3,1.4,Stones,1
128,0,0,44,100.0,100.0,1,108824,0,0,0,0,18.4,0,126,2,3.5,3.5,1,Brendan,3.0,3,0,7.5,129,False,33.0,0,0,0,0,247,,45,0,0,0,108824.jpg,3.0,0,0,Galloway,0.4,False,20.0,a,19,35,25.0,9,9571,842,5100,377,0.7,2.0,Galloway,0
129,0,0,0,0.0,0.0,0,149468,0,0,0,0,0.0,0,22,2,0.0,0.0,0,Tyias,0.0,0,0,0.0,130,False,0.0,0,0,0,0,0,Knee injury - Unknown return date,40,0,0,0,149468.jpg,0.0,0,0,Browning,0.7,False,27.0,i,6,11,0.0,0,1364,175,13920,859,0.0,0.0,Browning,0
130,0,0,0,0.0,0.0,0,114093,0,0,0,0,0.0,0,53,2,0.0,0.0,0,Matthew,0.0,0,0,0.0,131,False,0.0,0,0,0,0,0,Hamstring injury - Unknown return date,40,0,0,0,114093.jpg,0.0,0,0,Pennington,0.1,False,38.0,i,6,11,0.0,0,486,82,2187,181,0.0,0.0,Pennington,0
131,0,0,37,,,0,121221,0,0,-1,1,12.3,0,304,2,1.3,0.8,0,Ramiro,0.3,2,0,9.1,132,False,54.2,0,0,0,0,187,,49,0,0,0,121221.jpg,1.7,0,0,Funes Mori,1.9,False,25.0,a,6,11,24.0,5,12163,148,47094,4972,0.1,1.0,Funes Mori,0
132,2,1,76,,,2,26901,0,0,1,-1,138.1,0,245,3,4.7,4.2,2,Kevin,3.7,3,1,33.3,133,False,87.0,0,0,0,0,385,,66,0,0,0,26901.jpg,4.8,0,0,Mirallas,4.7,False,11.0,a,6,11,108.0,24,183626,6852,66590,12901,0.6,3.6,Mirallas,0
133,1,3,50,,,1,88894,-1,1,1,-1,136.8,0,654,3,2.7,2.2,2,Ross,1.7,3,1,41.3,134,False,91.6,0,0,0,0,398,,76,0,0,0,88894.jpg,4.0,0,0,Barkley,14.6,False,8.0,a,6,11,185.0,20,440350,2177,278886,56404,0.2,2.6,Barkley,1
134,0,0,8,100.0,75.0,0,43250,0,0,-2,2,0.3,0,241,3,1.3,0.6,1,Tom,0.3,0,0,0.3,135,False,2.4,0,0,0,0,7,,53,0,0,0,43250.jpg,1.0,0,0,Cleverley,0.2,False,15.0,a,6,11,0.0,2,392,21,5678,220,0.1,0.4,Cleverley,0
135,0,0,14,0.0,0.0,0,50472,0,0,-1,1,7.2,0,365,3,0.0,0.0,0,James,0.0,2,0,3.0,136,False,21.8,0,0,0,0,127,Groin Injury - Expected back 01 Oct,49,0,0,0,50472.jpg,1.5,0,0,McCarthy,0.2,False,16.0,i,6,11,0.0,3,1641,8,8611,422,0.0,0.6,McCarthy,0
136,0,3,112,,,2,1632,0,0,1,-1,67.4,0,418,3,4.7,4.2,6,Gareth,3.7,3,2,31.6,137,False,151.8,0,0,0,0,444,,46,0,0,0,1632.jpg,4.6,0,0,Barry,6.4,False,18.0,a,6,11,97.0,23,191680,30008,70197,7123,0.8,5.0,Barry,2
137,0,0,0,0.0,0.0,0,27707,0,0,-1,1,0.0,0,44,3,0.0,0.0,0,Darron,0.0,0,0,0.0,138,False,0.0,0,0,0,0,0,Groin Injury - Expected back 15 Oct,44,0,0,0,27707.jpg,0.0,0,0,Gibson,0.1,False,4.0,i,6,11,0.0,0,434,24,2580,173,0.0,0.0,Gibson,0
138,0,0,0,0.0,0.0,0,87447,0,0,-1,1,0.0,0,75,3,0.0,0.0,0,Muhamed,0.0,0,0,0.0,139,False,0.0,0,0,0,0,0,Knee injury - Expected back 04 Feb,44,0,0,0,87447.jpg,0.0,0,0,Besic,0.0,False,21.0,i,6,11,0.0,0,228,19,746,46,0.0,0.0,Besic,0
139,0,0,0,,,0,77762,0,0,-1,1,0.0,0,130,3,1.0,0.5,0,Bryan,0.0,0,0,0.0,140,False,0.0,0,0,0,0,0,,44,0,0,0,77762.jpg,0.0,0,0,Oviedo,0.2,False,20.0,a,6,11,0.0,0,2226,68,3117,281,0.0,0.0,Oviedo,0
140,0,0,18,,,0,94924,-1,1,-3,3,47.5,0,283,3,1.7,1.2,1,Gerard,0.7,2,0,15.8,141,False,19.0,0,0,0,0,191,,62,0,0,0,94924.jpg,1.5,0,0,Deulofeu,1.7,False,7.0,a,6,11,91.0,6,16947,171,98286,5169,0.1,1.0,Deulofeu,0
141,0,0,6,,,0,17349,-1,1,-3,3,0.3,0,278,3,1.0,0.5,0,Aaron,0.0,0,0,0.9,142,False,8.2,0,0,0,0,15,,57,0,0,0,17349.jpg,1.0,0,0,Lennon,0.2,False,12.0,a,6,11,0.0,1,976,55,8138,528,0.0,0.2,Lennon,0
142,1,6,113,75.0,100.0,2,66749,1,-1,3,-3,96.0,2,754,4,8.5,10.8,12,Romelu,10.3,1,4,56.5,143,True,184.2,0,0,0,0,296,Toe Injury - 75% chance of playing,93,0,0,0,66749.jpg,8.0,0,0,Lukaku,17.6,False,10.0,d,6,11,285.0,32,505038,86995,140859,15378,1.1,3.5,Lukaku,0
143,0,0,9,,,0,26921,0,0,-2,2,17.2,0,289,4,1.7,1.2,0,Arouna,0.7,0,0,4.6,144,False,6.8,0,0,0,0,46,,53,0,0,0,26921.jpg,1.0,0,0,Koné,1.3,False,9.0,a,6,11,22.0,3,8391,759,41730,2622,0.1,0.6,Koné,0
144,0,0,0,,,0,113688,0,0,-2,2,0.0,0,19,4,1.0,0.5,0,Oumar,0.0,0,0,0.0,145,False,0.0,0,0,0,0,0,,58,0,0,0,113688.jpg,0.0,0,0,Niasse,0.0,False,14.0,a,6,11,0.0,0,433,55,1385,71,0.0,0.0,Niasse,0
145,0,0,0,0.0,0.0,0,12390,0,0,0,0,0.0,0,0,1,0.0,0.0,0,Allan,0.0,0,0,0.0,146,False,0.0,0,0,0,0,0,Back injury - Expected back 14 Jan,45,0,0,0,12390.jpg,0.0,0,0,McGregor,0.0,False,1.0,i,7,88,0.0,0,161,16,470,29,0.0,0.0,McGregor,0
146,0,0,114,100.0,100.0,1,11974,0,0,1,-1,0.0,1,0,1,2.8,2.3,7,Eldin,4.3,7,0,16.3,147,False,162.6,0,0,0,0,450,,41,0,0,1,11974.jpg,4.6,0,21,Jakupovic,22.3,False,16.0,a,7,88,0.0,23,312068,46457,52466,2836,1.0,5.6,Jakupovic,0
147,0,0,0,0.0,0.0,0,171982,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Brian,0.0,0,0,0.0,148,False,0.0,0,0,0,0,0,Knee injury - Expected back 17 Sep,40,0,0,0,171982.jpg,0.0,0,0,Lenihan,0.8,False,31.0,i,7,88,0.0,0,3341,102,24484,1561,0.0,0.0,Lenihan,0
148,1,3,123,,,1,19115,0,0,0,0,10.3,1,0,2,-0.2,-0.7,0,Curtis,1.3,7,0,29.2,149,False,224.8,0,0,0,0,450,,50,0,0,0,19115.jpg,3.4,0,0,Davies,3.2,False,6.0,a,7,88,57.0,17,88852,2636,29477,6620,0.3,3.4,Davies,1
149,0,0,0,0.0,0.0,0,12679,0,0,-1,1,0.0,0,0,2,0.0,0.0,0,Michael,0.0,0,0,0.0,150,False,0.0,0,0,0,0,0,Knee injury - Expected back 22 Oct,44,0,0,0,12679.jpg,0.0,0,0,Dawson,0.0,False,21.0,i,7,88,0.0,0,141,25,603,27,0.0,0.0,Dawson,0
150,0,0,0,0.0,0.0,0,88898,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Moses,0.0,0,0,0.0,151,False,0.0,0,0,0,0,0,Knee injury - Expected back 21 Jan,45,0,0,0,88898.jpg,0.0,0,0,Odubajo,0.0,False,2.0,i,7,88,0.0,0,36,1,131,6,0.0,0.0,Odubajo,0
151,0,1,88,,,1,122798,0,0,0,0,45.2,0,0,2,-0.2,-0.7,0,Andrew,1.3,7,0,14.1,152,False,88.6,0,0,0,0,450,,45,0,0,0,122798.jpg,2.6,0,0,Robertson,1.9,False,3.0,a,7,88,7.0,13,37692,2820,16556,2388,0.3,2.9,Robertson,0
152,0,0,19,100.0,100.0,0,95658,0,0,-1,1,0.3,0,0,2,-1.2,-1.7,0,Harry,0.3,4,0,1.8,153,False,17.8,0,0,0,0,57,,44,0,0,0,95658.jpg,0.5,0,0,Maguire,0.0,False,5.0,a,7,88,0.0,1,469,51,401,65,0.1,0.2,Maguire,0
153,0,0,0,0.0,0.0,0,19687,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Alex,0.0,0,0,0.0,154,False,0.0,0,0,0,0,0,Achilles injury - Expected back 03 Dec,40,0,0,0,19687.jpg,0.0,0,0,Bruce,0.2,False,4.0,i,7,88,0.0,0,1430,256,2275,169,0.0,0.0,Bruce,0
154,0,6,125,100.0,100.0,1,18987,1,-1,2,-2,168.1,0,0,3,4.5,4.0,8,Robert,6.0,6,3,45.9,155,False,155.6,0,0,0,0,407,,57,0,0,0,18987.jpg,6.2,0,0,Snodgrass,6.6,False,10.0,a,7,88,141.0,31,245503,49636,71076,5697,1.1,5.5,Snodgrass,0
155,0,0,88,,,1,74033,-1,1,-1,1,18.4,0,0,3,0.5,0.0,2,Sam,2.0,7,0,10.3,156,False,75.0,0,0,0,0,442,,49,0,0,0,74033.jpg,2.0,0,0,Clucas,0.1,False,11.0,a,7,88,9.0,10,706,37,1704,167,0.4,2.0,Clucas,1
156,0,0,52,,,1,49944,0,0,0,0,1.6,0,0,3,-0.8,-1.3,-2,Jake,0.7,7,0,12.9,157,False,110.4,0,0,0,0,399,,50,0,0,0,49944.jpg,1.4,1,0,Livermore,0.1,False,14.0,a,7,88,17.0,7,1609,32,2499,413,0.1,1.4,Livermore,0
