,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,creativecost,influencecost,threatcost,myscore
26,0,0,0,,,0,80711,-1,1,-2,2,0.0,0,0,4,0.0,1.5,0,Yaya,0.0,0,0,0.0,27,False,0.0,0,0,0,0,0,,48,0,0,0,80711.jpg,0.0,0,0,Sanogo,0.2,False,22.0,a,1,3,0.0,0,1183,187,4589,552,0.0,0.0,Sanogo,0,0.0,0.0,0.0,0.0
27,0,0,0,0.0,0.0,0,154998,0,0,-1,1,0.0,0,0,4,0.0,0.0,0,Takuma,0.0,0,0,0.0,28,False,0.0,0,0,0,0,0,Awaiting work permit,49,0,0,0,154998.jpg,0.0,0,0,Asano,0.1,False,,u,1,3,0.0,0,339,15,3407,225,0.0,0.0,Asano,0,0.0,0.0,0.0,0.0
28,0,0,75,,,1,18726,0,0,0,0,0.0,1,281,1,3.5,4.5,6,Artur,5.0,5,0,9.7,29,False,97.8,0,0,0,0,360,,45,0,0,1,18726.jpg,4.3,0,10,Boruc,5.1,False,1.0,a,2,91,0.0,17,22559,8523,33151,4007,1.1,3.8,Boruc,1,0.0,2.1733333333333333,0.0,506.0
29,0,0,0,,,0,15885,0,0,0,0,0.0,0,31,1,-1.5,-0.5,0,Adam,0.0,0,0,0.0,30,False,0.0,0,0,0,0,0,,45,0,0,0,15885.jpg,0.0,0,0,Federici,0.1,False,23.0,a,2,91,0.0,0,227,32,943,113,0.0,0.0,Federici,0,0.0,0.0,0.0,0.0
30,0,0,82,,,1,15149,0,0,0,0,9.1,0,462,2,1.8,2.8,6,Simon,3.3,5,0,14.2,31,False,102.2,0,0,0,0,360,,45,0,0,0,15149.jpg,2.8,0,0,Francis,1.1,False,2.0,a,2,91,30.0,11,5073,2289,14188,1930,0.7,2.4,Francis,0,0.20222222222222222,2.2711111111111113,0.6666666666666666,477.2899999999999
31,0,1,76,100.0,100.0,1,56917,0,0,0,0,23.0,0,443,2,1.8,2.8,7,Steve,3.3,5,0,20.9,32,False,127.0,0,0,0,0,360,,50,0,0,0,56917.jpg,2.8,0,0,Cook,0.5,False,3.0,a,2,91,59.0,11,1234,380,5169,657,0.7,2.2,Cook,1,0.46,2.54,1.18,700.6999999999999
32,0,2,72,,,1,41320,0,0,0,0,78.4,0,491,2,2.5,3.5,8,Charlie,4.0,5,0,14.9,33,False,59.6,0,0,0,0,360,,50,0,0,0,41320.jpg,3.3,0,0,Daniels,3.3,False,11.0,a,2,91,11.0,13,4407,1583,43314,4886,0.8,2.6,Daniels,0,1.568,1.192,0.22,609.0
33,1,3,87,100.0,100.0,1,54469,1,-1,1,-1,45.8,1,297,2,3.5,4.5,11,Adam,5.0,5,1,19.3,34,True,106.8,0,0,0,0,360,,46,0,0,0,54469.jpg,5.5,0,0,Smith,6.4,False,15.0,a,2,91,40.0,22,173624,105636,31483,6383,1.1,4.9,Smith,1,0.9956521739130434,2.3217391304347825,0.8695652173913043,985.0000000000001
34,0,0,0,100.0,100.0,0,149484,0,0,0,0,0.0,0,1,2,-1.5,-0.5,0,Tyrone,0.0,0,0,0.0,35,False,0.0,0,0,0,0,0,,45,0,0,0,149484.jpg,0.0,0,0,Mings,0.0,False,26.0,a,2,91,0.0,0,202,47,349,36,0.0,0.0,Mings,0,0.0,0.0,0.0,0.0
35,0,0,6,,,0,126184,0,0,-1,1,0.3,0,232,2,-0.8,0.2,0,Nathan,0.7,2,0,0.3,36,False,0.2,0,0,0,0,15,,44,0,0,0,126184.jpg,1.0,0,0,Aké,1.3,False,5.0,a,2,91,2.0,2,2901,488,23743,3944,0.2,0.5,Aké,0,0.006818181818181818,0.004545454545454546,0.045454545454545456,3.75
36,1,0,56,100.0,100.0,1,48615,0,0,0,0,66.7,0,188,3,0.8,1.8,3,Harry,2.3,5,0,12.6,37,False,61.2,0,0,0,0,346,,50,0,0,0,48615.jpg,2.3,1,0,Arter,0.2,False,8.0,a,2,91,1.0,9,2246,291,2662,466,0.5,1.8,Arter,0,1.334,1.224,0.02,305.46999999999997
37,0,0,0,,,0,20037,-1,1,-2,2,0.0,0,245,3,-1.5,-0.5,0,Marc,0.0,0,0,0.0,38,False,0.0,0,0,0,0,0,,48,0,0,0,20037.jpg,0.0,0,0,Pugh,0.1,False,7.0,a,2,91,0.0,0,109,15,1433,215,0.0,0.0,Pugh,0,0.0,0.0,0.0,0.0
38,0,0,66,,,1,15237,0,0,-1,1,31.1,0,385,3,0.8,1.8,3,Andrew,2.3,5,0,11.0,39,False,57.0,0,0,0,0,360,,49,0,0,0,15237.jpg,2.3,0,0,Surman,0.2,False,6.0,a,2,91,22.0,9,723,159,3492,619,0.5,1.8,Surman,0,0.6346938775510205,1.163265306122449,0.4489795918367347,262.22999999999996
39,0,0,0,0.0,0.0,0,80498,0,0,-1,1,0.0,0,84,3,0.0,0.0,0,Eunan,0.0,0,0,0.0,40,False,0.0,0,0,0,0,0,Joined Leeds on 31/8,44,0,0,0,80498.jpg,0.0,0,0,O'Kane,0.4,False,32.0,u,2,91,0.0,0,1137,49,6345,1326,0.0,0.0,O'Kane,0,0.0,0.0,0.0,0.0
40,0,0,0,0.0,0.0,0,20669,0,0,0,0,0.0,0,3,3,0.0,0.0,0,Shaun,0.0,0,0,0.0,41,False,0.0,0,0,0,0,0,Transferred to Wigan,45,0,0,0,20669.jpg,0.0,0,0,MacDonald,0.1,False,16.0,u,2,91,0.0,0,80,10,2835,210,0.0,0.0,MacDonald,0,0.0,0.0,0.0,0.0
41,0,0,11,100.0,100.0,1,56872,0,0,0,0,12.6,0,217,3,-0.5,0.5,3,Junior,1.0,0,0,5.5,42,False,8.6,0,0,0,0,73,,55,0,0,0,56872.jpg,3.0,0,0,Stanislas,0.0,False,19.0,a,2,91,34.0,3,145,40,494,54,0.2,0.5,Stanislas,0,0.2290909090909091,0.15636363636363634,0.6181818181818182,58.2
42,0,0,9,,,0,40387,-1,1,-2,2,14.1,0,331,3,-0.5,0.5,1,Dan,1.0,1,0,2.0,43,False,3.2,0,0,0,0,54,,48,0,0,0,40387.jpg,1.0,0,0,Gosling,0.2,False,4.0,a,2,91,3.0,3,182,23,3029,470,0.2,0.6,Gosling,0,0.29375,0.06666666666666667,0.0625,23.3
43,0,0,10,,,0,59741,0,0,-2,2,3.9,0,155,3,-1.2,-0.2,1,Max,0.3,0,0,4.2,44,False,13.2,0,0,0,0,27,,53,0,0,0,59741.jpg,1.0,0,0,Gradel,0.2,False,10.0,a,2,91,25.0,2,722,25,9037,1203,0.1,0.4,Gradel,0,0.07358490566037736,0.2490566037735849,0.4716981132075472,14.63
44,0,0,0,100.0,100.0,0,122342,0,0,0,0,0.0,0,0,3,-1.5,-0.5,0,Emerson,0.0,0,0,0.0,45,False,0.0,0,0,0,0,0,,45,0,0,0,122342.jpg,0.0,0,0,Hyndman,0.0,False,22.0,a,2,91,0.0,0,142,22,539,43,0.0,0.0,Hyndman,0,0.0,0.0,0.0,0.0
45,0,0,27,,,2,103912,0,0,-1,1,65.0,0,184,3,0.8,1.8,3,Jordon,2.3,3,0,17.0,46,False,22.0,0,0,0,0,265,,54,0,0,0,103912.jpg,2.3,0,0,Ibe,3.1,False,33.0,a,2,91,84.0,9,19503,736,84392,19473,0.4,1.7,Ibe,0,1.2037037037037037,0.4074074074074074,1.5555555555555556,402.29999999999995
46,0,0,10,100.0,100.0,0,155408,-1,1,-1,1,14.3,0,0,3,-1.5,-0.5,0,Lewis,0.0,3,0,2.5,47,False,7.0,0,0,0,0,80,,44,0,0,0,155408.jpg,2.0,0,0,Cook,0.4,False,18.0,a,2,91,4.0,2,2900,328,7131,1537,0.0,0.4,Cook,0,0.325,0.1590909090909091,0.09090909090909091,2.0
47,0,2,53,100.0,50.0,1,78007,0,0,0,0,45.0,0,321,3,3.2,2.1,3,Joshua,4.7,5,1,24.1,48,False,71.0,0,0,0,0,343,,55,0,0,0,78007.jpg,4.0,0,0,King,0.9,False,17.0,a,2,91,124.0,16,22076,2073,17076,3445,0.9,2.9,King,0,0.8181818181818182,1.290909090909091,2.2545454545454544,1144.0
48,0,0,27,,,3,75115,0,0,-1,1,39.3,0,165,4,1.8,2.8,6,Callum,3.3,3,1,18.4,49,False,42.2,0,0,0,0,300,,64,0,0,0,75115.jpg,3.0,0,0,Wilson,2.1,False,13.0,a,2,91,108.0,12,22647,9133,50337,6345,0.5,1.9,Callum Wilson,0,0.6140625,0.659375,1.6875,637.35
49,0,0,0,0.0,0.0,0,126468,0,0,0,0,0.0,0,3,4,0.0,0.0,0,Tokelo,0.0,0,0,0.0,50,False,0.0,0,0,0,0,0,Joined Turkish outfit Genclerbirligi on 26/8,45,0,0,0,126468.jpg,0.0,0,0,Rantie,0.4,False,9.0,u,2,91,0.0,0,1260,38,9034,1351,0.0,0.0,Rantie,0,0.0,0.0,0.0,0.0
50,1,0,17,,,0,21246,0,0,0,0,11.8,0,124,4,-0.8,0.2,0,Lewis,0.7,2,0,5.3,51,False,24.2,0,0,0,0,60,,45,0,0,0,21246.jpg,2.0,0,0,Grabban,3.7,False,28.0,a,2,91,17.0,6,40083,6706,67713,11744,0.2,1.3,Grabban,0,0.26222222222222225,0.5377777777777778,0.37777777777777777,43.099999999999994
51,0,0,-1,100.0,100.0,0,88498,0,0,-2,2,10.5,0,146,4,-1.5,-0.5,0,Benik,0.0,0,0,1.4,52,False,1.2,0,0,0,0,23,,58,0,0,0,88498.jpg,1.0,0,0,Afobe,0.4,False,9.0,a,2,91,2.0,1,2129,322,14694,1902,0.0,0.2,Afobe,0,0.1810344827586207,0.020689655172413793,0.034482758620689655,1.0
52,0,0,0,,,0,178304,-1,1,-2,2,0.0,0,0,4,-1.5,-0.5,0,Lys,0.0,0,0,0.0,53,False,0.0,0,0,0,0,0,,53,0,0,0,178304.jpg,0.0,0,0,Mousset,0.1,False,31.0,a,2,91,0.0,0,272,52,1577,189,0.0,0.0,Mousset,0,0.0,0.0,0.0,0.0
53,0,3,89,,,1,21205,0,0,0,0,0.0,1,0,1,4.5,3.5,2,Tom,5.0,5,0,13.5,54,False,133.8,0,0,0,0,360,,45,0,0,0,21205.jpg,4.8,0,20,Heaton,8.1,False,1.0,a,3,90,0.0,19,146477,17896,40546,7503,1.1,4.2,Heaton,0,0.0,2.9733333333333336,0.0,688.0
54,0,1,68,,,1,68983,0,0,0,0,80.9,0,0,2,2.8,1.8,2,Matthew,3.3,5,0,17.7,55,False,90.2,0,0,0,0,360,,45,0,0,0,68983.jpg,2.8,0,0,Lowton,0.5,False,2.0,a,3,90,6.0,11,8781,1097,5311,1019,0.7,2.4,Lowton,1,1.797777777777778,2.0044444444444447,0.13333333333333333,595.4300000000001
55,0,0,68,,,1,51927,0,0,0,0,3.1,0,0,2,2.2,1.2,1,Ben,2.7,5,0,11.1,56,False,91.6,0,0,0,0,360,,45,0,0,0,51927.jpg,2.5,0,0,Mee,0.7,False,6.0,a,3,90,16.0,10,8042,585,8296,1393,0.6,2.2,Mee,1,0.06888888888888889,2.0355555555555553,0.35555555555555557,308.89
56,0,0,56,75.0,75.0,1,40616,0,0,0,0,24.6,0,0,2,1.9,1.1,2,Stephen,3.0,5,0,8.3,57,False,55.6,0,0,0,0,360,,45,0,0,0,40616.jpg,2.5,0,0,Ward,0.2,False,23.0,a,3,90,3.0,10,3312,458,1449,325,0.7,2.2,Ward,1,0.5466666666666667,1.2355555555555555,0.06666666666666667,259.6
57,0,0,73,,,1,106611,0,0,0,0,4.9,0,0,2,2.2,1.2,2,Michael,2.7,5,0,10.0,58,False,89.8,0,0,0,0,360,,50,0,0,0,106611.jpg,2.5,0,0,Keane,0.9,False,5.0,a,3,90,4.0,10,3356,218,10281,1864,0.5,2.0,Keane,1,0.098,1.796,0.08,276.49
58,0,0,-2,,,0,17761,0,0,0,0,1.7,0,0,2,-0.5,-1.5,0,James,0.0,1,0,0.4,59,False,0.0,0,0,0,0,19,,40,0,0,0,17761.jpg,0.0,0,0,Tarkowski,1.5,False,26.0,a,3,90,6.0,0,8267,1927,17329,2598,0.0,0.0,Tarkowski,1,0.042499999999999996,0.0,0.15,0.0
59,0,0,0,,,0,85017,0,0,-1,1,0.0,0,0,2,-0.5,-1.5,0,Tendayi,0.0,0,0,0.0,60,False,0.0,0,0,0,0,0,,44,0,0,0,85017.jpg,0.0,0,0,Darikwa,0.0,False,27.0,a,3,90,0.0,0,113,20,784,103,0.0,0.0,Darikwa,0,0.0,0.0,0.0,0.0
60,0,0,8,0.0,0.0,0,19556,0,0,0,0,11.7,0,0,3,0.0,0.0,0,David,0.0,1,0,1.3,61,False,0.0,0,0,0,0,86,Transferred to Sheffield Wednesday,50,0,0,0,19556.jpg,1.0,0,0,Jones,0.0,False,14.0,u,3,90,2.0,1,83,3,2392,199,0.0,0.2,Jones,1,0.23399999999999999,0.0,0.04,1.0
61,0,0,43,,,1,28244,-1,1,-1,1,48.7,0,0,3,1.8,0.8,2,George,2.3,5,0,14.3,62,False,40.4,0,0,0,0,360,,54,0,0,0,28244.jpg,2.3,0,0,Boyd,0.2,False,21.0,a,3,90,54.0,9,1333,57,4115,962,0.4,1.7,Boyd,0,0.9018518518518519,0.7481481481481481,1.0,338.13000000000005
62,0,0,21,,,2,39158,-1,1,-1,1,24.8,0,0,3,0.8,-0.2,0,Scott,1.3,3,0,4.3,63,False,13.8,0,0,0,0,235,,54,0,0,0,39158.jpg,1.8,0,0,Arfield,0.1,False,37.0,a,3,90,6.0,7,750,10,2486,687,0.2,1.3,Arfield,1,0.45925925925925926,0.2555555555555556,0.1111111111111111,64.98
63,1,1,43,100.0,75.0,1,15982,0,0,0,0,19.5,0,0,3,3.2,1.7,6,Dean,3.7,4,0,11.1,64,False,53.4,0,0,0,0,341,,45,0,0,0,15982.jpg,3.3,0,0,Marney,0.4,False,8.0,a,3,90,37.0,13,10560,8381,4748,1436,0.8,2.9,Marney,0,0.43333333333333335,1.1866666666666665,0.8222222222222222,419.63000000000005
64,0,0,0,0.0,0.0,0,95508,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Fredrik,0.0,0,0,0.0,65,False,0.0,0,0,0,0,0,Joined Charlton in season-long loan deal,44,0,0,0,95508.jpg,0.0,0,0,Ulvestad,0.1,False,20.0,u,3,90,0.0,0,460,21,1246,392,0.0,0.0,Ulvestad,0,0.0,0.0,0.0,0.0
65,0,0,0,,,0,15944,0,0,-1,1,0.0,0,0,3,-0.5,-1.5,0,Michael,0.0,0,0,0.0,66,False,0.0,0,0,0,0,0,,44,0,0,0,15944.jpg,0.0,0,0,Kightly,0.2,False,11.0,a,3,90,0.0,0,2464,188,3466,735,0.0,0.0,Kightly,0,0.0,0.0,0.0,0.0
66,0,3,46,,,1,40399,0,0,0,0,45.6,0,0,4,3.8,2.8,2,Sam,4.3,5,1,15.7,67,False,50.0,0,0,0,0,351,,60,0,0,0,40399.jpg,3.8,0,0,Vokes,1.1,False,9.0,a,3,90,61.0,15,31801,5558,15537,5421,0.7,2.5,Vokes,0,0.76,0.8333333333333334,1.0166666666666666,688.38
67,1,1,34,,,2,73426,0,0,0,0,40.6,0,0,4,4.2,3.2,2,Andre,4.7,4,1,16.4,68,False,53.2,0,0,0,0,349,,65,0,0,0,73426.jpg,4.0,0,0,Gray,9.2,False,7.0,a,3,90,72.0,16,124700,9488,212703,61394,0.7,2.5,Gray,0,0.6246153846153847,0.8184615384615385,1.1076923076923078,795.2600000000001
68,0,0,5,0.0,0.0,0,34654,0,0,0,0,1.0,0,0,4,0.0,0.0,0,Lukas,0.3,0,0,0.3,69,False,0.4,0,0,0,0,13,Joined Birmingham on loan until January 2017 - Expected back 07 Jan,45,0,0,0,34654.jpg,1.0,0,0,Jutkiewicz,0.4,False,19.0,n,3,90,2.0,2,3959,152,11359,1840,0.1,0.4,Jutkiewicz,0,0.022222222222222223,0.008888888888888889,0.044444444444444446,3.02
69,0,0,0,0.0,0.0,0,44699,-1,1,-1,1,0.0,0,0,4,0.0,0.0,0,Ashley,0.0,0,0,0.0,70,False,0.0,0,0,0,0,0,Hamstring injury - Expected back 17 Sep,44,0,0,0,44699.jpg,0.0,0,0,Barnes,0.1,False,10.0,i,3,90,0.0,0,1081,717,2242,348,0.0,0.0,Barnes,0,0.0,0.0,0.0,0.0
70,0,0,0,0.0,0.0,0,37002,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Rouwen,0.0,0,0,0.0,71,False,0.0,0,0,0,0,0,Season-long loan to Fortuna Dusseldorf,45,0,0,0,37002.jpg,0.0,0,0,Hennings,0.1,False,18.0,u,3,90,0.0,0,348,12,2659,287,0.0,0.0,Hennings,0,0.0,0.0,0.0,0.0
71,0,0,0,0.0,0.0,0,153678,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Chris,0.0,0,0,0.0,72,False,0.0,0,0,0,0,0,Season-long loan to Fleetwood Town,45,0,0,0,153678.jpg,0.0,0,0,Long,0.6,False,24.0,u,3,90,0.0,0,3452,115,23709,2162,0.0,0.0,Long,0,0.0,0.0,0.0,0.0
72,0,0,41,,,1,60772,0,0,0,0,0.0,0,230,1,2.7,3.7,0,Thibaut,2.7,4,0,2.7,73,False,27.4,0,0,0,0,360,,55,0,0,0,60772.jpg,2.5,0,3,Courtois,9.8,False,13.0,a,4,8,0.0,10,74454,3653,69367,21337,0.5,1.8,Courtois,1,0.0,0.49818181818181817,0.0,83.98
73,0,0,0,,,0,40349,0,0,-1,1,0.0,0,150,1,0.0,1.0,0,Asmir,0.0,0,0,0.0,74,False,0.0,0,0,0,0,0,,49,0,0,0,40349.jpg,0.0,0,0,Begovic,0.2,False,1.0,a,4,8,0.0,0,717,53,2950,367,0.0,0.0,Begovic,0,0.0,0.0,0.0,0.0
74,0,0,64,0.0,,1,1718,0,0,0,0,22.9,0,228,2,0.0,3.7,0,John,2.7,4,0,13.3,75,False,64.6,0,0,0,0,360,Ankle injury - Expected back 24 Sep,55,0,0,0,1718.jpg,2.5,0,0,Terry,4.0,False,26.0,i,4,8,46.0,10,52640,937,90297,53500,0.5,1.8,Terry,1,0.4163636363636363,1.1745454545454543,0.8363636363636363,370.45000000000005
75,1,2,83,100.0,100.0,1,41135,0,0,0,0,41.1,0,414,2,4.3,5.3,6,Branislav,4.3,4,0,19.4,76,False,63.4,0,0,0,0,360,,60,0,0,0,41135.jpg,3.8,0,0,Ivanovic,6.4,False,2.0,a,4,8,90.0,15,24643,5361,43454,7615,0.7,2.5,Ivanovic,1,0.685,1.0566666666666666,1.5,851.3499999999999
76,1,2,79,,,1,41328,0,0,0,0,36.3,0,470,2,3.3,4.3,1,César,3.3,4,0,14.3,77,False,57.4,0,0,0,0,360,,60,0,0,0,41328.jpg,3.8,0,0,Azpilicueta,13.0,False,28.0,a,4,8,49.0,15,94656,4953,95490,28344,0.6,2.5,Azpilicueta,1,0.605,0.9566666666666667,0.8166666666666667,485.9099999999999
77,0,0,62,,,1,19419,0,0,0,0,2.8,0,283,2,2.7,3.7,1,Gary,2.7,4,0,9.2,78,False,46.2,0,0,0,0,360,,60,0,0,0,19419.jpg,2.5,0,0,Cahill,5.5,False,24.0,a,4,8,42.0,10,12554,1165,40590,9315,0.5,1.7,Cahill,1,0.04666666666666666,0.77,0.7,255.70000000000002
78,0,0,0,0.0,0.0,0,103192,-1,1,-1,1,0.0,0,185,2,0.0,0.0,0,Kurt,0.0,0,0,0.0,79,False,0.0,0,0,0,0,0,Knee injury - Expected back 24 Sep,54,0,0,0,103192.jpg,0.0,0,0,Zouma,0.2,False,5.0,i,4,8,0.0,0,432,68,4309,428,0.0,0.0,Zouma,0,0.0,0.0,0.0,0.0
79,0,0,0,0.0,0.0,0,118335,0,0,0,0,0.0,0,138,2,0.0,0.0,0,Abdul Rahman,0.0,0,0,0.0,80,False,0.0,0,0,0,0,0,Signed for Schalke in season-long loan deal,55,0,0,0,118335.jpg,0.0,0,0,Baba,0.0,False,6.0,u,4,8,0.0,0,35,10,710,47,0.0,0.0,Baba Rahman,0,0.0,0.0,0.0,0.0
80,0,0,0,0.0,0.0,0,163793,0,0,-1,1,0.0,0,18,2,0.0,0.0,0,Matt,0.0,0,0,0.0,81,False,0.0,0,0,0,0,0,Joined Vitesse Arnhem in season-long loan deal,44,0,0,0,163793.jpg,0.0,0,0,Miazga,0.1,False,20.0,u,4,8,0.0,0,340,8,2598,415,0.0,0.0,Miazga,0,0.0,0.0,0.0,0.0
81,1,6,93,,,1,42786,0,0,3,-3,160.3,1,476,3,5.3,6.3,1,Eden,5.3,4,2,47.4,82,True,131.6,0,0,0,0,344,,103,0,0,0,42786.jpg,6.5,0,0,Hazard,34.1,False,10.0,a,4,8,182.0,26,590030,39866,109214,61093,0.5,2.5,Hazard,2,1.5563106796116506,1.2776699029126213,1.766990291262136,2537.67
82,1,0,27,,,0,17878,-1,1,-4,4,61.8,0,617,3,1.7,2.7,1,Cesc,1.7,0,0,11.6,83,False,35.6,0,0,0,0,28,,71,0,0,0,17878.jpg,2.5,0,0,Fàbregas,2.6,False,4.0,a,4,8,18.0,5,21092,463,171209,19944,0.2,0.7,Fàbregas,0,0.8704225352112676,0.5014084507042254,0.2535211267605634,201.18
83,1,0,74,,,1,61262,0,0,0,0,135.4,0,321,3,3.0,4.0,5,Oscar,3.0,4,0,29.9,84,False,71.2,0,0,0,0,333,,75,0,0,0,61262.jpg,2.8,0,0,dos Santos Emboaba Junior,1.3,False,8.0,a,4,8,93.0,11,19547,2042,34044,4908,0.4,1.5,Oscar,1,1.8053333333333335,0.9493333333333334,1.24,909.8000000000001
84,0,0,0,0.0,0.0,0,66733,0,0,-1,1,0.0,0,8,3,0.0,0.0,0,Juan,0.0,0,0,0.0,85,False,0.0,0,0,0,0,0,Joined Juventus on three-season loan deal,69,0,0,0,66733.jpg,0.0,0,0,Cuadrado,0.9,False,17.0,u,4,8,0.0,0,593,12,43173,4911,0.0,0.0,Cuadrado,0,0.0,0.0,0.0,0.0
85,0,3,61,100.0,100.0,1,47431,0,0,-1,1,206.8,1,512,3,4.3,5.3,2,Willian,4.3,3,1,38.0,86,False,77.8,0,0,0,0,231,,74,0,0,0,47431.jpg,5.0,0,0,Borges Da Silva,7.1,False,22.0,a,4,8,95.0,15,85507,9184,189816,21790,0.6,2.0,Willian,0,2.794594594594595,1.0513513513513513,1.2837837837837838,1647.28
86,1,0,57,,,1,62398,0,0,0,0,66.0,0,373,3,3.3,4.3,2,Nemanja,3.3,4,0,15.0,87,False,52.8,0,0,0,0,332,,50,0,0,0,62398.jpg,2.8,0,0,Matic,2.5,False,21.0,a,4,8,31.0,11,26642,3316,32374,7635,0.7,2.2,Matic,1,1.32,1.056,0.62,505.34000000000003
87,0,0,0,,,0,126187,0,0,-2,2,0.0,0,68,3,0.0,1.0,0,Ruben,0.0,0,0,0.0,88,False,0.0,0,0,0,0,0,,53,0,0,0,126187.jpg,0.0,0,0,Loftus-Cheek,0.1,False,14.0,a,4,8,0.0,0,230,20,2736,345,0.0,0.0,Loftus-Cheek,0,0.0,0.0,0.0,0.0
88,0,0,0,100.0,100.0,0,28495,0,0,0,0,0.0,0,209,3,0.0,1.0,0,John Obi,0.0,0,0,0.0,89,False,0.0,0,0,0,0,0,,45,0,0,0,28495.jpg,0.0,0,0,Mikel,0.1,False,12.0,a,4,8,0.0,0,1107,171,2351,385,0.0,0.0,Mikel,0,0.0,0.0,0.0,0.0
89,1,0,34,,,0,49579,0,0,-2,2,30.2,0,399,3,2.0,3.0,0,Pedro,2.0,1,0,6.9,90,False,32.2,0,0,0,0,91,,73,0,0,0,49579.jpg,2.0,0,0,Rodríguez Ledesma,0.4,False,11.0,a,4,8,10.0,6,1981,105,13399,2170,0.3,0.8,Pedro,1,0.41369863013698627,0.4410958904109589,0.136986301369863,150.8
90,0,0,0,0.0,0.0,0,110504,0,0,-1,1,0.0,0,101,3,0.0,0.0,0,Bertrand,0.0,0,0,0.0,91,False,0.0,0,0,0,0,0,Season-long loan to Ajax,54,0,0,0,110504.jpg,0.0,0,0,Traore,0.0,False,14.0,u,4,8,0.0,0,74,0,1919,119,0.0,0.0,Traore,0,0.0,0.0,0.0,0.0
91,0,0,32,,,0,49013,0,0,0,0,23.0,0,127,3,2.7,3.7,1,Victor,2.7,0,1,10.1,92,False,41.2,0,0,0,0,54,,55,0,0,0,49013.jpg,2.3,0,0,Moses,0.2,False,15.0,a,4,8,39.0,9,3526,322,2964,1020,0.5,1.6,Moses,0,0.41818181818181815,0.7490909090909091,0.7090909090909091,287.64000000000004
92,0,0,0,0.0,0.0,0,82660,0,0,-1,1,0.0,0,81,3,0.0,0.0,0,Marco,0.0,0,0,0.0,93,False,0.0,0,0,0,0,0,Omitted from 25 man squad,49,0,0,0,82660.jpg,0.0,0,0,Van Ginkel,0.0,False,,u,4,8,0.0,0,73,4,763,137,0.0,0.0,Van Ginkel,0,0.0,0.0,0.0,0.0
93,0,0,0,,,0,167767,0,0,-1,1,0.0,0,86,3,-1.5,0.5,0,Robert Kenedy,0.0,0,0,0.0,94,False,0.0,0,0,0,0,0,,54,0,0,0,167767.jpg,0.0,0,0,Nunes do Nascimento,0.0,False,12.0,a,18,57,0.0,0,949,61,1104,268,0.0,0.0,Kenedy,0,0.0,0.0,0.0,0.0
94,0,0,54,,,1,116594,-1,1,-1,1,39.9,0,501,3,2.3,3.3,2,N'Golo,2.3,4,0,10.5,95,False,42.0,0,0,0,0,360,,49,0,0,0,116594.jpg,2.0,0,0,Kanté,18.7,False,7.0,a,4,8,23.0,8,62872,6538,298736,71680,0.5,1.6,Kanté,1,0.8142857142857143,0.8571428571428571,0.46938775510204084,249.26999999999998
95,1,1,40,,,0,94245,-1,1,-1,1,11.8,0,0,4,2.7,3.7,1,Michy,2.7,0,1,11.1,96,False,49.0,0,0,0,0,38,,89,0,0,0,94245.jpg,3.0,0,0,Batshuayi,1.9,False,23.0,a,4,8,51.0,12,35262,983,67119,21213,0.3,1.3,Batshuayi,0,0.13258426966292136,0.550561797752809,0.5730337078651685,313.86
96,1,3,107,100.0,100.0,1,18507,1,-1,4,-4,68.1,1,533,4,7.3,8.3,12,Diego,7.3,4,4,50.1,97,True,173.4,0,0,0,0,349,,99,0,0,0,18507.jpg,6.8,0,0,Da Silva Costa,24.2,False,19.0,a,4,8,259.0,27,691816,154829,104500,31951,0.7,2.8,Costa,3,0.6878787878787879,1.7515151515151515,2.6161616161616164,3680.65
97,0,0,0,0.0,0.0,0,38419,0,0,-1,1,0.0,0,62,4,0.0,0.0,0,Loïc,0.0,0,0,0.0,98,False,0.0,0,0,0,0,0,Thigh injury - Expected back 05 Nov,64,0,0,0,38419.jpg,0.0,0,0,Remy,0.3,False,8.0,i,5,31,0.0,0,14187,106,17288,4123,0.0,0.0,Remy,0,0.0,0.0,0.0,0.0
98,0,0,0,,,0,11554,0,0,0,0,0.0,0,13,1,0.5,-0.5,0,Julian,0.0,0,0,0.0,99,False,0.0,0,0,0,0,0,,45,0,0,0,11554.jpg,0.0,0,0,Speroni,0.3,False,1.0,a,5,31,0.0,0,472,44,2885,417,0.0,0.0,Speroni,0,0.0,0.0,0.0,0.0
