,assists,bonus,bps,chance_of_playing_this_round,clean_sheets,code,creativity,dreamteam_count,ea_index,element_type,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id_x,in_dreamteam,influence,loans_out,minutes,now_cost,own_goals,penalties_missed,penalties_saved,points_per_game,red_cards,saves,second_name,selected_by_percent,status,team,threat,total_points,transfers_in,transfers_out,value_season,yellow_cards,singular_name_short,team_id,team_name,matchup,opponent_name,creativecost,influencecost,threatcost,myscore
258,0,0,61,100.0,0,13152,52.3,0,174,3,2,Andy,2.0,7,0,16.7,178,False,53.4,0,445,48,0,0,0,1.5,0,0,King,0.2,a,8,61.0,12,2931,10318,2.5,0,MID,8,Leicester,1.0,West Brom,1.0895833333333333,1.1125,1.2708333333333333,345.4
259,1,2,186,100.0,3,61603,130.5,0,592,3,2,Daniel,2.0,18,0,47.2,179,False,193.8,0,978,53,0,0,0,2.7,0,0,Drinkwater,5.4,d,8,147.0,30,66205,250349,5.7,0,MID,8,Leicester,1.0,West Brom,2.4622641509433962,3.656603773584906,2.7735849056603774,972.6
261,1,0,51,,0,172632,40.4,0,57,3,1,Demarai,0.7,4,1,13.6,181,False,55.8,0,177,48,0,0,0,2.5,0,0,Gray,0.6,d,8,39.0,15,26576,40596,3.1,0,MID,8,Leicester,1.0,West Brom,0.8416666666666667,1.1624999999999999,0.8125,109.63999999999999
262,1,0,89,,2,155569,67.1,0,23,3,0,Daniel,0.3,12,0,17.8,182,False,74.4,0,567,45,0,0,0,2.3,0,0,Amartey,0.2,a,8,35.0,18,7454,5519,4.0,1,MID,8,Leicester,1.0,West Brom,1.491111111111111,1.6533333333333335,0.7777777777777778,70.94999999999999
265,2,3,120,100.0,3,101668,129.5,0,945,4,1,Jamie,2.0,18,2,49.7,184,False,129.4,0,801,96,0,0,0,3.2,0,0,Vardy,9.4,a,8,239.0,35,149820,745424,3.6,1,FWD,8,Leicester,1.0,West Brom,1.3489583333333333,1.3479166666666667,2.4895833333333335,1030.8
266,0,0,13,,0,54316,11.4,0,226,4,1,Leonardo,0.7,2,0,3.3,185,False,4.8,0,99,56,0,0,0,1.0,0,0,Ulloa,0.2,a,8,21.0,7,2964,9127,1.3,0,FWD,8,Leicester,1.0,West Brom,0.20357142857142857,0.08571428571428572,0.375,33.04
267,0,0,62,100.0,2,78412,55.9,0,320,4,1,Shinji,3.0,4,1,21.8,186,False,50.0,0,450,57,0,0,0,2.0,0,0,Okazaki,1.7,a,8,118.0,16,48434,77560,2.8,0,FWD,8,Leicester,1.0,West Brom,0.9807017543859649,0.8771929824561403,2.0701754385964914,687.7
268,0,5,83,,1,90714,90.8,0,0,4,2,Ahmed,6.0,9,2,32.3,187,False,99.0,0,434,70,0,0,0,3.1,0,0,Musa,4.3,a,8,137.0,25,69186,360235,3.6,1,FWD,8,Leicester,1.0,West Brom,1.2971428571428572,1.4142857142857144,1.957142857142857,1985.8000000000002
269,1,4,104,75.0,3,149828,72.0,1,0,4,7,Islam,4.0,7,3,39.6,567,False,129.8,0,445,83,0,0,0,5.0,0,0,Slimani,1.1,a,8,196.0,30,118800,94780,3.6,0,FWD,8,Leicester,1.0,West Brom,0.8674698795180723,1.563855421686747,2.36144578313253,1621.2
270,0,1,81,,0,66797,0.0,0,340,1,0,Simon,0.0,8,0,10.8,188,False,109.2,0,450,48,0,0,1,3.2,0,10,Mignolet,2.0,a,9,0.0,16,64925,93715,3.3,0,GKP,9,Liverpool,1.2,Watford,0.0,2.275,0.0,16.0
271,0,0,90,100.0,1,104542,0.0,0,0,1,4,Loris,2.7,6,0,10.4,189,False,103.8,0,540,49,0,0,0,3.0,0,14,Karius,1.1,a,9,0.0,18,38598,13858,3.7,0,GKP,9,Liverpool,1.2,Watford,0.0,2.1183673469387756,0.0,354.31199999999995
274,0,2,145,100.0,1,38454,23.6,0,248,2,0,Dejan,3.0,11,2,36.1,191,False,223.6,0,720,50,0,0,0,3.6,0,0,Lovren,5.3,a,9,113.0,29,187866,102984,5.8,2,DEF,9,Liverpool,1.2,Watford,0.47200000000000003,4.4719999999999995,2.26,1325.72
275,1,1,46,100.0,0,100059,32.5,0,394,2,0,Alberto,1.7,5,0,8.1,192,False,40.2,0,200,46,0,0,0,1.6,0,0,Moreno,1.9,a,9,8.0,8,13582,129370,1.7,1,DEF,9,Liverpool,1.2,Watford,0.7065217391304348,0.8739130434782609,0.17391304347826086,172.628
276,1,3,184,100.0,1,57328,244.2,1,387,2,2,Nathaniel,1.7,14,0,53.4,193,False,167.2,0,990,56,0,0,0,2.6,0,0,Clyne,10.0,a,9,123.0,29,182773,201523,5.2,0,DEF,9,Liverpool,1.2,Watford,4.360714285714286,2.9857142857142853,2.1964285714285716,1119.176
279,0,0,12,,0,106449,0.4,0,69,2,0,Kevin,0.0,0,0,0.4,198,False,3.6,0,20,43,0,0,0,1.0,0,0,Stewart,0.1,a,9,0.0,4,2093,4026,0.9,0,DEF,9,Liverpool,1.2,Watford,0.009302325581395349,0.08372093023255814,0.0,4.0
280,0,1,166,100.0,1,60914,34.2,0,0,2,2,Joel,3.7,9,1,35.1,199,False,228.2,0,810,54,0,0,0,3.0,0,0,Matip,2.6,a,9,89.0,27,61060,42621,5.0,1,DEF,9,Liverpool,1.2,Watford,0.6333333333333334,4.225925925925925,1.6481481481481481,1587.2160000000001
281,0,0,56,100.0,0,33871,17.3,0,0,2,0,Ragnar,0.3,6,0,9.8,474,False,57.4,0,271,47,0,0,0,1.3,0,0,Klavan,0.5,a,9,22.0,5,7973,36260,1.1,0,DEF,9,Liverpool,1.2,Watford,0.36808510638297876,1.2212765957446807,0.46808510638297873,39.812
282,0,0,28,100.0,0,43191,1.1,0,253,3,2,Leiva,1.0,2,0,7.7,200,False,50.0,0,192,44,0,0,0,1.3,0,0,Lucas,0.2,a,9,25.0,5,7717,6860,1.1,1,MID,9,Liverpool,1.2,Watford,0.025,1.1363636363636365,0.5681818181818182,96.32
283,2,6,231,,1,56979,270.3,0,250,3,2,Jordan,3.3,14,1,56.2,201,False,261.2,0,973,64,0,0,0,3.2,0,0,Henderson,1.4,a,9,31.0,35,41913,36763,5.5,5,MID,9,Liverpool,1.2,Watford,4.2234375,4.08125,0.484375,2262.5
284,6,10,291,100.0,2,84583,475.6,2,459,3,11,Philippe,9.7,11,5,136.3,203,True,383.6,0,837,87,0,0,0,6.8,0,0,Coutinho,46.7,d,9,506.0,75,1639031,609307,8.7,1,MID,9,Liverpool,1.2,Watford,5.466666666666667,4.409195402298851,5.816091954022989,15965.927999999998
285,0,0,80,100.0,1,112338,83.2,0,399,3,7,Emre,5.0,5,2,34.6,204,False,117.0,0,404,48,0,0,0,3.0,0,0,Can,1.3,a,9,149.0,21,30008,48568,4.4,1,MID,9,Liverpool,1.2,Watford,1.7333333333333334,2.4375,3.1041666666666665,2116.2
286,5,8,229,100.0,2,39155,222.8,2,416,3,12,Adam,5.7,12,3,80.2,205,False,279.0,0,766,72,0,0,0,5.4,0,0,Lallana,10.7,d,9,303.0,59,597143,433874,8.3,1,MID,9,Liverpool,1.2,Watford,3.0944444444444446,3.875,4.208333333333333,5563.831999999999
289,1,9,238,100.0,1,15157,245.8,3,508,3,2,James,1.3,9,4,73.4,208,False,317.4,0,791,66,0,0,0,5.6,0,0,Milner,5.3,a,9,170.0,50,330781,191614,7.6,1,MID,9,Liverpool,1.2,Watford,3.7242424242424246,4.809090909090909,2.5757575757575757,1193.7920000000001
290,5,7,238,100.0,1,92217,404.0,3,522,3,15,Roberto,8.7,13,5,123.6,209,True,326.2,0,888,87,0,0,0,6.7,0,0,Firmino,16.0,a,9,505.0,67,562378,329125,7.8,1,MID,9,Liverpool,1.2,Watford,4.64367816091954,3.749425287356322,5.804597701149425,12962.488
293,2,4,202,100.0,2,110979,249.8,1,635,3,13,Sadio,9.0,11,6,97.7,212,False,320.6,0,869,90,0,0,0,6.1,0,0,Mané,15.2,a,9,407.0,61,454794,441661,6.8,1,MID,9,Liverpool,1.2,Watford,2.7755555555555556,3.5622222222222226,4.522222222222222,10616.92
294,0,0,6,100.0,0,210237,15.8,0,0,3,0,Marko,0.0,0,0,2.9,475,False,5.2,0,30,44,0,0,0,1.0,0,0,Grujic,0.3,a,9,8.0,2,2255,24876,0.5,0,MID,9,Liverpool,1.2,Watford,0.3590909090909091,0.11818181818181818,0.18181818181818182,2.0
295,2,0,142,100.0,0,41733,213.5,0,630,3,5,Georginio,2.3,12,1,50.9,485,False,156.6,0,660,75,0,0,0,2.7,0,0,Wijnaldum,1.4,a,9,138.0,27,12821,111880,3.6,1,MID,9,Liverpool,1.2,Watford,2.8466666666666667,2.088,1.84,1429.3559999999998
297,0,0,3,,0,154051,0.8,0,0,3,1,Oviemuno,0.3,0,0,0.3,582,False,0.0,0,4,45,0,0,0,1.0,0,0,Ejaria,0.0,a,9,2.0,1,102,78,0.2,0,MID,9,Liverpool,1.2,Watford,0.017777777777777778,0.0,0.044444444444444446,2.008
298,3,0,43,100.0,1,40755,66.7,0,283,4,4,Daniel,1.3,4,0,32.7,214,False,47.6,0,367,98,0,0,0,2.4,0,0,Sturridge,1.0,a,9,215.0,19,48477,64699,1.9,1,FWD,9,Liverpool,1.2,Watford,0.6806122448979592,0.4857142857142857,2.193877551020408,532.708
301,0,0,19,100.0,0,152760,37.1,0,200,4,0,Divock,0.7,2,0,10.2,217,False,18.6,0,112,65,0,0,0,1.0,0,0,Origi,1.7,a,9,48.0,8,19858,187725,1.2,0,FWD,9,Liverpool,1.2,Watford,0.5707692307692308,0.2861538461538462,0.7384615384615385,95.10799999999999
303,0,0,39,,0,20310,0.0,0,45,1,0,Willy,0.0,3,0,4.8,219,False,47.6,0,270,48,0,0,0,2.0,0,5,Caballero,0.4,a,10,0.0,6,20282,24722,1.3,0,GKP,10,Man City,1.5,Middlesbrough,0.0,0.9916666666666667,0.0,6.0
304,0,3,156,100.0,2,33148,0.0,1,0,1,2,Claudio,3.3,7,0,15.4,541,False,154.6,0,720,55,0,0,1,4.3,0,18,Bravo,2.5,a,10,0.0,34,101494,43239,6.2,0,GKP,10,Man City,1.5,Middlesbrough,0.0,2.810909090909091,0.0,799.27
305,0,1,182,100.0,1,97299,39.5,0,336,2,2,John,3.7,10,0,26.3,128,False,185.0,0,907,50,0,0,0,2.1,0,0,Stones,26.9,a,10,37.0,23,351984,569412,4.6,1,DEF,10,Man City,1.5,Middlesbrough,0.79,3.7,0.74,1474.325
306,0,0,138,,2,42593,88.5,0,429,2,2,Aleksandar,2.7,8,0,33.6,220,False,171.6,0,842,58,1,0,0,2.0,0,0,Kolarov,3.7,a,10,74.0,20,40995,110278,3.4,4,DEF,10,Man City,1.5,Middlesbrough,1.5258620689655173,2.9586206896551723,1.2758620689655173,1373.1050000000002
307,0,0,57,100.0,0,20658,25.4,0,152,2,2,Pablo,0.7,5,0,8.7,221,False,59.8,0,374,47,0,0,0,1.3,0,0,Zabaleta,1.2,a,10,2.0,8,23355,53762,1.7,1,DEF,10,Man City,1.5,Middlesbrough,0.5404255319148936,1.2723404255319148,0.0425531914893617,99.55999999999997
308,0,0,8,100.0,0,17476,1.3,0,173,2,0,Vincent,0.3,1,0,1.8,222,False,10.4,0,78,59,0,0,0,1.0,0,0,Kompany,0.4,a,10,6.0,2,4602,14416,0.3,1,DEF,10,Man City,1.5,Middlesbrough,0.022033898305084745,0.17627118644067796,0.1016949152542373,9.965
309,0,0,98,,1,17336,68.9,0,166,2,2,Gaël,0.7,4,0,16.0,223,False,90.0,0,439,53,0,0,0,2.8,0,0,Clichy,1.1,a,10,0.0,14,13337,39114,2.6,0,DEF,10,Man City,1.5,Middlesbrough,1.3,1.6981132075471699,0.0,180.845
310,1,0,73,0.0,1,37748,25.9,0,386,2,0,Bacary,0.0,3,0,8.6,224,False,39.4,0,347,53,0,0,0,3.5,0,0,Sagna,2.0,d,10,21.0,14,24015,215292,2.6,1,DEF,10,Man City,1.5,Middlesbrough,0.4886792452830188,0.7433962264150943,0.39622641509433965,14.0
312,1,2,168,75.0,1,57410,59.1,0,353,2,0,Nicolás,2.0,7,0,34.0,226,False,193.8,0,681,59,0,0,0,2.6,0,0,Otamendi,3.1,a,10,85.0,21,43362,75237,3.6,2,DEF,10,Man City,1.5,Middlesbrough,1.0016949152542374,3.284745762711865,1.4406779661016949,1034.7
315,0,0,4,0.0,0,41823,4.2,0,156,3,0,Fabian,0.0,1,0,0.6,227,False,0.0,0,30,47,0,0,0,1.0,0,0,Delph,0.1,i,10,2.0,2,1321,6157,0.4,0,MID,10,Man City,1.5,Middlesbrough,0.08936170212765958,0.0,0.0425531914893617,2.0
316,3,5,173,100.0,2,103955,178.7,2,400,3,0,Raheem,1.7,9,4,88.4,228,False,237.0,0,851,81,0,0,0,5.2,0,0,Sterling,15.4,a,10,470.0,52,1197651,742506,6.3,3,MID,10,Man City,1.5,Middlesbrough,2.2061728395061726,2.925925925925926,5.802469135802469,2310.535
317,0,0,0,0.0,0,28554,12.3,0,164,3,0,Samir,0.0,0,0,5.8,229,False,4.8,0,16,64,0,0,0,1.0,0,0,Nasri,0.2,u,10,41.0,1,869,11896,0.2,0,MID,10,Man City,1.5,Middlesbrough,0.1921875,0.075,0.640625,1.0
318,2,2,179,100.0,2,20664,499.7,0,351,3,2,David,2.3,9,0,93.8,230,False,186.6,0,865,87,0,0,0,2.9,0,0,Silva,2.3,a,10,251.0,29,47170,182994,3.3,1,MID,10,Man City,1.5,Middlesbrough,5.74367816091954,2.1448275862068966,2.8850574712643677,3262.6849999999995
320,1,0,54,,1,17740,138.7,0,408,3,3,Jesús,1.7,4,0,23.2,232,False,28.2,0,286,62,0,0,0,2.0,0,0,Navas,0.6,a,10,66.0,14,11719,32863,2.3,0,MID,10,Man City,1.5,Middlesbrough,2.237096774193548,0.45483870967741935,1.064516129032258,607.895
321,0,2,177,75.0,2,27789,205.0,0,417,3,2,Fernando,2.3,10,1,52.5,233,False,184.4,0,990,54,0,0,0,2.5,0,0,Luiz Rosa,1.9,a,10,136.0,28,57112,85790,5.2,3,MID,10,Man City,1.5,Middlesbrough,3.7962962962962963,3.414814814814815,2.5185185185185186,1840.6299999999997
322,0,0,28,100.0,1,52538,12.6,0,236,3,0,Fernando Francisco,0.7,2,0,4.8,234,False,30.4,0,206,48,0,0,0,1.2,0,0,Reges,0.2,d,10,5.0,6,3968,10949,1.3,1,MID,10,Man City,1.5,Middlesbrough,0.2625,0.6333333333333333,0.10416666666666667,56.39999999999999
323,8,12,249,100.0,1,61366,498.6,2,546,3,8,Kevin,4.3,8,2,105.8,235,True,275.0,0,758,108,0,1,0,6.2,0,0,De Bruyne,10.5,a,10,283.0,62,828290,709710,5.8,1,MID,10,Man City,1.5,Middlesbrough,4.616666666666667,2.5462962962962963,2.6203703703703702,6877.069999999999
324,1,2,161,100.0,3,59859,186.3,1,0,3,3,Ilkay,7.7,3,3,54.8,236,False,177.4,0,519,58,0,0,0,5.1,0,0,Gündogan,15.0,a,10,184.0,36,625682,63924,6.2,0,MID,10,Man City,1.5,Middlesbrough,3.2120689655172416,3.0586206896551724,3.1724137931034484,6361.935000000001
325,2,2,113,100.0,2,86173,118.2,1,0,3,1,Manuel,1.3,3,3,44.7,237,False,129.6,0,433,87,0,0,0,3.8,1,0,Agudo Durán,1.4,a,10,203.0,34,208342,240540,3.9,1,MID,10,Man City,1.5,Middlesbrough,1.3586206896551725,1.489655172413793,2.3333333333333335,913.0600000000002
327,1,2,52,100.0,0,182156,62.2,0,0,3,0,Leroy,2.3,2,0,16.4,489,False,46.8,0,213,76,0,0,0,2.4,0,0,Sané,0.2,a,10,54.0,12,6028,26210,1.6,0,MID,10,Man City,1.5,Middlesbrough,0.8184210526315789,0.6157894736842104,0.7105263157894737,574.3499999999999
328,0,0,11,,0,178871,2.5,0,0,3,1,Aleix,0.7,1,0,0.7,578,False,3.6,0,29,50,0,0,0,1.0,0,0,García Serrano,0.0,a,10,0.0,3,233,181,0.6,0,MID,10,Man City,1.5,Middlesbrough,0.05,0.07200000000000001,0.0,9.405
329,1,13,243,100.0,2,37572,167.9,3,789,4,6,Sergio,7.7,8,8,111.0,239,False,325.2,0,743,132,0,1,0,6.8,0,0,Agüero,46.7,a,10,619.0,61,1553329,1423926,4.7,2,FWD,10,Man City,1.5,Middlesbrough,1.271969696969697,2.4636363636363634,4.6893939393939394,12905.755000000003
330,3,6,133,100.0,1,173515,152.0,1,242,4,1,Kelechi,3.0,2,3,64.2,241,False,179.0,0,288,68,0,0,0,4.5,0,0,Iheanacho,3.7,a,10,311.0,36,459072,425255,5.3,0,FWD,10,Man City,1.5,Middlesbrough,2.235294117647059,2.6323529411764706,4.573529411764706,2925.0
331,0,1,174,,4,51940,0.0,0,368,1,2,David,2.7,13,0,17.8,242,False,179.2,0,990,55,0,0,0,3.5,0,24,de Gea,37.8,a,11,0.0,38,214572,495791,6.9,0,GKP,11,Man Utd,1.5,Swansea,0.0,3.258181818181818,0.0,763.76
333,0,0,105,75.0,1,55909,2.7,0,381,2,0,Chris,0.0,9,1,16.8,244,False,124.4,0,453,58,0,0,0,2.7,0,0,Smalling,1.2,d,11,41.0,19,15648,41024,3.2,0,DEF,11,Man Utd,1.5,Swansea,0.04655172413793104,2.1448275862068966,0.7068965517241379,19.0
334,0,0,19,100.0,0,76359,1.1,0,64,2,2,Phil,0.7,1,0,2.8,245,False,26.8,0,90,47,0,0,0,2.0,0,0,Jones,0.2,a,11,0.0,2,2078,9109,0.4,0,DEF,11,Man Utd,1.5,Swansea,0.02340425531914894,0.5702127659574469,0.0,31.295
336,1,2,132,100.0,3,106760,73.7,1,92,2,0,Luke,2.0,5,0,19.0,247,False,79.2,0,525,54,0,0,0,4.0,0,0,Shaw,12.1,a,11,37.0,28,364532,639155,5.2,0,DEF,11,Man Utd,1.5,Swansea,1.364814814814815,1.4666666666666668,0.6851851851851852,597.7
337,0,0,50,,1,58893,25.7,0,192,2,2,Marcos,2.7,3,0,10.2,248,False,46.2,0,219,52,0,0,0,2.7,0,0,Rojo,0.4,a,11,30.0,8,3378,14028,1.5,0,DEF,11,Man Utd,1.5,Swansea,0.4942307692307692,0.8884615384615385,0.5769230769230769,420.69500000000005
338,0,4,184,0.0,3,20695,192.8,1,186,2,0,Antonio,0.0,10,0,43.0,250,False,191.0,0,781,54,0,0,0,3.3,0,0,Valencia,5.7,i,11,46.0,30,274102,451082,5.5,1,DEF,11,Man Utd,1.5,Swansea,3.5703703703703704,3.537037037037037,0.8518518518518519,30.0
339,0,1,50,,1,40002,26.3,0,257,2,2,Matteo,3.0,1,0,7.4,251,False,37.4,0,180,50,0,0,0,4.5,0,0,Darmian,0.8,a,11,10.0,9,8323,51301,1.8,0,DEF,11,Man Utd,1.5,Swansea,0.526,0.748,0.2,340.65000000000003
341,0,0,2,,0,201084,0.0,0,40,2,1,Timothy,0.3,0,0,0.0,253,False,0.0,0,1,42,0,0,0,1.0,0,0,Fosu-Mensah,0.2,a,11,0.0,1,2100,6674,0.2,0,DEF,11,Man Utd,1.5,Swansea,0.0,0.0,0.0,1.0
342,2,9,249,,4,58877,195.8,1,477,2,0,Daley,2.7,9,0,48.4,254,False,259.2,0,810,58,0,0,0,5.1,0,0,Blind,9.8,a,11,29.0,46,354284,116593,7.9,0,DEF,11,Man Utd,1.5,Swansea,3.3758620689655174,4.468965517241379,0.5,2006.2000000000003
344,1,3,177,,4,43670,259.7,0,586,3,1,Juan,1.7,7,2,70.8,256,False,181.2,0,597,74,0,0,0,3.9,0,0,Mata,2.6,a,11,266.0,35,125432,113411,4.7,1,MID,11,Man Utd,1.5,Swansea,3.5094594594594595,2.4486486486486485,3.5945945945945947,1837.595
345,0,0,120,100.0,3,41184,122.7,0,164,3,2,Marouane,1.3,9,0,30.8,257,False,132.8,0,693,58,0,0,0,1.7,0,0,Fellaini,0.3,d,11,53.0,15,10018,15855,2.6,4,MID,11,Man Utd,1.5,Swansea,2.1155172413793104,2.2896551724137932,0.9137931034482759,616.575
346,0,0,6,,0,106824,1.8,0,259,3,0,Memphis,0.3,1,0,0.7,258,False,1.2,0,24,72,0,0,0,0.8,0,0,Depay,0.2,a,11,4.0,3,696,6592,0.4,1,MID,11,Man Utd,1.5,Swansea,0.025,0.016666666666666666,0.05555555555555555,6.15
347,0,0,21,,0,2404,3.9,0,275,3,2,Michael,0.7,1,0,3.6,259,False,32.6,0,103,43,0,0,0,1.5,0,0,Carrick,1.3,a,11,0.0,3,41765,46004,0.7,0,MID,11,Man Utd,1.5,Swansea,0.09069767441860464,0.758139534883721,0.0,41.324999999999996
348,0,0,41,,1,18892,16.8,0,178,3,2,Ashley,0.7,3,0,7.8,260,False,42.6,0,237,52,0,0,0,1.5,0,0,Young,0.1,a,11,18.0,6,830,2615,1.2,1,MID,11,Man Utd,1.5,Swansea,0.3230769230769231,0.8192307692307692,0.34615384615384615,87.27
349,0,0,112,0.0,2,59846,125.5,0,307,3,0,Ander,0.7,7,0,33.1,262,False,135.2,0,564,63,0,0,0,1.4,1,0,Herrera,0.3,a,11,69.0,11,7258,13290,1.7,2,MID,11,Man Utd,1.5,Swansea,1.992063492063492,2.146031746031746,1.0952380952380953,357.18499999999995
351,0,0,6,100.0,0,42774,1.3,0,317,3,1,Morgan,0.3,0,0,0.2,264,False,0.4,0,8,46,0,0,0,1.0,0,0,Schneiderlin,0.2,a,11,0.0,2,1340,10176,0.4,0,MID,11,Man Utd,1.5,Swansea,0.02826086956521739,0.008695652173913044,0.0,2.765
353,1,0,67,100.0,2,109322,184.4,0,318,3,1,Jesse,2.0,6,0,39.4,266,False,79.2,0,334,57,0,0,0,2.5,0,0,Lingard,0.4,a,11,131.0,15,9394,35060,2.6,0,MID,11,Man Utd,1.5,Swansea,3.235087719298246,1.3894736842105264,2.2982456140350878,1198.8000000000002
354,2,3,70,100.0,1,148225,113.2,1,593,3,0,Anthony,0.3,4,1,29.6,267,False,90.0,0,321,93,0,0,0,3.4,0,0,Martial,2.7,a,11,93.0,24,95129,279023,2.6,0,MID,11,Man Utd,1.5,Swansea,1.217204301075269,0.967741935483871,1.0,157.29
355,0,0,8,100.0,0,57249,41.6,0,0,3,0,Henrikh,0.0,2,0,10.3,268,False,19.0,0,107,89,0,0,0,1.0,0,0,Mkhitaryan,1.2,a,11,43.0,4,4797,233852,0.4,0,MID,11,Man Utd,1.5,Swansea,0.46741573033707867,0.21348314606741572,0.48314606741573035,4.0
356,0,2,164,75.0,4,74208,321.1,0,0,3,8,Paul,3.7,12,2,79.1,503,False,207.8,0,900,82,0,0,0,3.3,0,0,Pogba,7.8,a,11,262.0,33,271809,448068,4.0,3,MID,11,Man Utd,1.5,Swansea,3.9158536585365855,2.5341463414634147,3.1951219512195124,4422.495000000001
357,4,3,133,100.0,2,13017,264.5,0,509,4,10,Wayne,3.7,8,1,61.4,269,False,166.2,0,598,86,0,0,0,3.2,0,0,Rooney,2.6,a,11,182.0,32,104949,223654,3.7,3,FWD,11,Man Utd,1.5,Swansea,3.0755813953488373,1.9325581395348836,2.116279069767442,3432.4850000000006
359,0,0,124,100.0,2,176297,125.3,0,237,4,0,Marcus,1.3,9,3,52.4,271,False,134.6,0,574,68,0,0,0,3.1,0,0,Rashford,7.2,a,11,265.0,25,361254,307123,3.6,1,FWD,11,Man Utd,1.5,Swansea,1.8426470588235293,1.9794117647058822,3.8970588235294117,1048.555
360,1,9,175,,4,9808,293.5,3,0,4,12,Zlatan,5.3,13,6,136.9,272,False,262.0,0,990,111,0,0,0,4.9,0,0,Ibrahimovic,26.4,s,11,819.0,54,853335,1584977,4.9,4,FWD,11,Man Utd,1.5,Swansea,2.644144144144144,2.3603603603603602,7.378378378378378,10981.275
362,0,3,148,100.0,2,12496,0.0,1,0,1,4,Víctor,6.7,11,0,17.3,274,False,172.2,0,810,45,0,0,0,3.4,0,23,Valdés,4.7,a,12,0.0,31,46442,144810,6.9,0,GKP,12,Middlesbrough,0.8,Man City,0.0,3.826666666666666,0.0,953.9920000000001
363,0,0,40,,1,41705,0.0,0,188,1,0,Bradley,0.0,1,0,4.0,490,False,40.0,0,180,44,0,0,0,4.5,0,6,Guzan,0.6,a,12,0.0,9,8547,19678,2.0,0,GKP,12,Middlesbrough,0.8,Man City,0.0,0.9090909090909091,0.0,9.0
364,0,0,116,100.0,1,101184,2.8,0,70,2,2,Calum,2.3,9,1,21.5,11,False,182.2,0,540,44,0,0,0,3.0,0,0,Chambers,2.9,a,12,29.0,18,88508,118450,4.1,1,DEF,12,Middlesbrough,0.8,Man City,0.06363636363636363,4.140909090909091,0.6590909090909091,411.76
365,0,0,91,75.0,2,75880,8.3,0,0,2,0,Daniel,2.0,5,1,19.4,275,False,120.6,0,390,49,0,0,0,3.3,0,0,Ayala,0.2,i,12,64.0,20,5294,7996,4.1,2,DEF,12,Middlesbrough,0.8,Man City,0.16938775510204082,2.461224489795918,1.3061224489795917,328.64000000000004
366,2,5,199,100.0,2,40202,88.7,0,0,2,7,George,6.7,12,0,41.5,276,False,235.8,0,900,45,0,0,0,3.5,0,0,Friend,4.6,d,12,89.0,35,100868,132878,8.0,1,DEF,12,Middlesbrough,0.8,Man City,1.9711111111111113,5.24,1.9777777777777779,2251.36
368,0,5,205,,3,83312,4.6,1,0,2,2,Ben,4.7,12,1,30.6,278,False,271.0,0,990,47,0,0,0,3.8,0,0,Gibson,6.4,a,12,31.0,42,264281,55268,9.1,0,DEF,12,Middlesbrough,0.8,Man City,0.0978723404255319,5.76595744680851,0.6595744680851063,1194.8160000000003
369,0,0,49,,1,48771,31.9,0,0,2,0,Emilio,0.0,5,0,11.9,279,False,47.6,0,320,42,0,0,0,2.5,0,0,Nsue Lopez,0.3,a,12,38.0,10,8039,19039,2.4,0,DEF,12,Middlesbrough,0.8,Man City,0.7595238095238095,1.1333333333333333,0.9047619047619048,10.0
371,0,4,195,,3,20399,93.4,0,0,2,2,Antonio,5.0,12,0,31.8,477,False,197.2,0,968,45,0,0,0,2.9,0,0,Barragán,0.9,a,12,26.0,32,30621,14490,7.1,3,DEF,12,Middlesbrough,0.8,Man City,2.075555555555556,4.382222222222222,0.5777777777777777,1298.4
374,0,0,6,0.0,0,49773,20.5,0,0,3,0,Albert,0.0,2,0,6.0,281,False,8.4,0,122,54,0,0,0,1.5,0,0,Adomah,0.0,u,12,33.0,3,639,9894,0.6,0,MID,12,Middlesbrough,0.8,Man City,0.37962962962962965,0.15555555555555556,0.6111111111111112,3.0
375,2,3,167,,2,12002,278.4,0,0,3,2,Stewart,4.3,12,1,60.7,282,False,164.6,0,893,52,0,0,0,3.3,0,0,Downing,0.6,a,12,164.0,36,13094,38879,6.9,1,MID,12,Middlesbrough,0.8,Man City,5.3538461538461535,3.1653846153846152,3.1538461538461537,2124.08
376,0,0,91,100.0,3,59044,55.4,0,0,3,1,Adam,2.3,7,0,18.1,283,False,113.0,0,684,43,0,0,0,1.9,0,0,Clayton,0.6,a,12,14.0,17,20724,16154,4.0,2,MID,12,Middlesbrough,0.8,Man City,1.2883720930232558,2.627906976744186,0.32558139534883723,352.616
377,0,0,3,100.0,0,10460,13.9,0,0,3,0,Grant,0.3,0,0,2.7,284,False,5.4,0,28,48,0,0,0,1.0,0,0,Leadbitter,0.0,a,12,8.0,1,163,402,0.2,0,MID,12,Middlesbrough,0.8,Man City,0.28958333333333336,0.1125,0.16666666666666666,7.552
379,0,0,144,,3,80179,133.1,0,0,3,1,Adam,2.3,10,0,26.9,286,False,83.8,0,881,45,0,0,0,2.0,0,0,Forshaw,0.1,a,12,53.0,22,5315,3824,4.9,2,MID,12,Middlesbrough,0.8,Man City,2.957777777777778,1.8622222222222222,1.1777777777777778,518.616
